farm_id,n_turb,L_geo_mean,L_geo_range,Lw_mean,Lw_range,Lw_cv,kappa,WCI,theta_energy,A_pred,amp_pred,theta_opt_pred,flat_frac_within_1pct,penalty_flatness,A,wake_pool,WCI_train,spacing_D,aspect_ratio,pc1_share,ws_mean,ws_std,weibull_A,weibull_k,frac_below_rated,wd_entropy_norm,orient_sensitivity,lat,lon,country
10,246,18.668704598929953,25.723587849338593,7.289012089983027,10.838346661601728,0.3925506215369363,0.19106662373867,0.0951,57.6,0.005423355873691378,0.009741872807192926,100.0,1.0,0.44329432532968494,0.2118019171809727,0.0644101910161934,0.0951,3.1,1.53,0.705,9.628971669023333,4.558293101097933,10.855076937190471,2.227586647905842,0.6278780393197639,0.0507947997216795,0.3595850378342011,58.1844,-2.8564,United Kingdom
11,246,38.24961916761967,35.91458605502902,15.45935849609531,16.82183309032974,0.252627144552961,0.3125556170577872,0.15439999999999998,301.90000000000003,0.02760107014348226,0.06012022819589683,50.0,1.0,0.5409021061340125,0.6766514120074724,0.1523152403558589,0.1543999999999999,4.8,1.25,0.696,9.820085493656975,4.513583721767986,11.068545686297751,2.2998556576901463,0.6168141384652726,0.0512980271340054,0.3083806402340764,54.4594,7.6964,Germany
12,244,25.17767369454948,53.36663556750909,16.35944606675691,37.92187011110249,0.557249979172638,0.09771644542611907,0.0488,334.0,0.007080828421577282,0.014153702985120163,225.0,1.0,0.49971901847734895,6.220877528671963,0.1123495284587149,0.0488,4.1,8.87,0.996,7.567813705598302,3.330750719249908,8.52230179347308,2.4166108608834485,0.8410541738403573,0.0479652974169565,0.4077373908407699,22.6333,116.2218,China
13,215,42.016808351772504,30.85918417735266,21.390178947802575,17.50942748786407,0.2152611821863975,0.18660757908059772,0.0929,39.298139342298775,0.012787168167285588,0.021036269066774294,40.0,1.0,0.3921370692351045,0.6311395478096972,0.2400021335138081,0.0929,4.1,2.44,0.983,8.506604822662645,4.175105860924181,9.597443813428503,2.143193434774396,0.7365409371051634,0.0435893153248413,0.3348368607513033,53.4442,-3.5741,United Kingdom
14,181,22.75178610004172,31.168656614363897,14.72801916003068,21.997200940357477,0.34300008310284913,0.21223609724276699,0.10552500000000001,58.42767767885589,0.02493002272975861,0.05277672200632278,40.0,1.0,0.5276322253060103,2.0604569812876545,0.1206105121616092,0.105525,3.0,2.94,0.917,6.953593582209419,3.595006979867834,7.840275850725935,2.0188035636651342,0.8570776255707763,0.0416885772782721,0.3998756900352646,39.4746,123.3788,China
15,182,22.011645001615136,12.446134736070613,9.586759077609566,6.364364587759763,0.17686044839322929,0.23950098692235347,0.1189,286.67620618669895,0.004939159031564345,0.01359560080141605,55.0,1.0,0.6367090278899662,0.1276598181386916,0.1558787860465064,0.1189,2.7,1.68,0.847,9.119157027951282,4.427952683240694,10.295912102568018,2.17133172978269,0.6931528965831683,0.0470614428656459,0.3178173555328554,52.3293,4.0757,Netherlands
16,178,26.9879969307602,22.755646936957284,10.317503422953095,9.763698443311153,0.21381224154875736,0.2333745156485079,0.1159,286.4400479021785,0.008648793405618553,0.016854182936324503,230.0,1.0,0.4868458804380524,0.1743921201142004,0.0969484249905887,0.1159,2.9,4.41,0.968,9.956652065790324,4.629826966068541,11.23139391833463,2.275074554909108,0.6123691439433636,0.0561274809429309,0.3365992549582631,54.3337,5.9083,Netherlands
17,175,38.105747231595345,50.08590163908357,18.061155384171663,27.43254809703589,0.3881692246944726,0.49622212425077156,0.24077500000000002,317.0599376133568,0.0636660888723287,0.12690630741420397,80.0,1.0,0.49832210731238735,1.3601110757292705,0.1857902624326368,0.240775,3.9,2.21,0.868,8.936857856453289,4.19712614859744,10.085478561568475,2.2509806539440538,0.7059718564490628,0.0426494151893068,0.4012882146334479,51.6283,1.4972,United Kingdom
18,174,27.71622560199133,17.382738608158377,11.045132131722747,7.482078443173079,0.19011227966341038,0.3961746834806175,0.1943,320.79999999999995,0.027251258762391154,0.05054310192448808,145.0,1.0,0.4608312959678354,0.2601332898943652,0.1172866365735709,0.1943,2.7,2.1,0.821,9.757497979993335,4.527233502532656,11.002414803330511,2.2780404069815536,0.62748649191216,0.0656677540787848,0.3509602595949983,54.0239,6.953,Germany
19,171,27.51095529120795,36.125260758745014,19.61238924082556,27.668717115096353,0.3885138551000454,0.3907260360035573,0.19172727272727272,54.789449133631614,0.15235565270954618,0.3073551936946146,200.0,1.0,0.5043010307451327,2.337639291489,0.1470050693954594,0.1917272727272727,4.4,1.66,0.776,6.839377487265014,3.261530806664076,7.717738209501623,2.209394241988761,0.8906706821511448,0.0318766951649815,0.3789318678180876,34.2763,120.6226,China
20,167,34.34693461658548,19.51707694690451,13.249097766644272,8.307274888591987,0.181838016214402,0.38505534620393933,0.18904545454545454,55.53940927731356,0.035431513691047745,0.067025778650112,315.0,1.0,0.4713748291383817,0.307216795987046,0.1394828452794163,0.1890454545454545,3.2,1.12,0.849,10.009202312666398,4.637367065348245,11.28864158753447,2.283124554610494,0.6057535834427817,0.0418476228705733,0.3832323227364568,54.4774,6.3397,Netherlands
21,162,23.558174755185473,72.08551244135903,12.258393765795057,42.42352137291681,0.8485078881890428,0.36587771056325,0.17994444444444443,70.0175914373909,0.1487016390716222,0.2999127739340983,205.0,1.0,0.5041837094131091,5.54245351577884,0.052636558446319,0.1799444444444444,2.9,1.16,0.634,8.394657567831384,3.985199309891242,9.46777194535993,2.232725184226336,0.7200669180577388,0.018447472026179,0.4237274971188954,27.286,120.9217,China
22,161,40.99943681188564,33.600337138643546,20.575945009273152,18.35885542685789,0.23020796378176164,0.36312952021415074,0.17863636363636365,60.56145327548921,0.05815896471760049,0.1144111185928576,190.0,1.0,0.491666846431604,1.2498300437986851,0.2216163283541927,0.1786363636363636,3.5,2.23,0.834,8.826241384454484,4.0232001001413895,9.948548222158184,2.326096160727687,0.7077669803809484,0.036969795234056,0.3674416229394271,54.5529,11.6189,Germany
23,156,31.14128246843148,25.22818947804061,12.316430303830073,11.690574660119113,0.21867823481191728,0.3866499088959256,0.1898,79.42763278679777,0.019105832381177464,0.03879169644584018,170.0,1.0,0.507476235078931,0.20723184703053,0.1383951901507483,0.1898,3.3,1.26,0.792,9.822410081535612,4.58796555083866,11.079802344057647,2.262958034144454,0.6231423827314239,0.0255917798318013,0.3009240297226557,54.0433,6.1233,Netherlands
24,156,31.902214855836547,24.271608538946555,24.137271615658346,19.56789968945364,0.1943346947090973,0.4573559665538161,0.22290000000000001,84.02230539306275,0.0594643423942376,0.13477205621264282,5.0,1.0,0.558778399133399,0.6553810116208609,0.2048699372263714,0.2229,3.3,2.06,0.819,6.790274170760181,3.0621009829398065,7.656829617164536,2.342610522226946,0.9092936154720344,0.0229591314231384,0.3326736155467846,32.5335,121.232,China
25,152,27.089441673626336,22.844188963119226,11.713859278277068,11.387789398851522,0.19506488751203852,0.4036859396842673,0.19784,80.33247332427564,0.02648032751783902,0.04955063481822552,220.0,1.0,0.46559054964709723,0.4110046666622931,0.1576953100333376,0.19784,4.8,1.19,0.663,9.46436352242154,4.313578689100775,10.668878192068153,2.3279482686285715,0.6467278330123603,0.0387615095515285,0.3314663456199834,55.0056,13.0559,Sweden
26,140,25.96706723276259,22.770043505216876,11.199503408391775,10.888563768128346,0.2460738538835285,0.5159290835417787,0.24974545454545452,80.41094716061596,0.032972600491983015,0.06836542934347052,60.0,1.0,0.5177006740303263,0.2843029875513108,0.1162934078041007,0.2497454545454545,4.2,1.24,0.69,9.268830648036914,4.331259599852972,10.456274923423154,2.2617860256303506,0.6722891672167441,0.0229048883572399,0.3841578367259111,51.9273,1.9623,United Kingdom
27,138,31.71308338170462,14.610728263007156,12.246166814271358,6.114584917634436,0.13118751574330684,0.45241344302573233,0.22061000000000003,75.74664037841846,0.034432568614306734,0.07419545992748663,95.0,1.0,0.5359208144546128,0.2204551672063366,0.1475308684621524,0.22061,6.9,1.3,0.629,10.08071547765,4.60233643141978,11.362578416715442,2.317982313678493,0.5924472095761114,0.0226357598840459,0.3995220861547144,55.6337,7.6098,Denmark
28,134,24.07023440051337,72.1267887226218,14.024266886523085,46.998167987044106,0.8137241692549192,0.5616819552458555,0.27031818181818185,63.90444177575725,0.3458199695739125,0.6975669786428899,180.0,1.0,0.504248365874931,3.18501467876315,0.1193230725360072,0.2703181818181818,4.0,1.81,0.933,7.830929481606105,3.699104645411918,8.838903527984314,2.233989551669386,0.8064449372458018,0.0254404902697312,0.3655674916353914,32.1239,122.1411,China
29,131,35.45419755050879,13.6448387707636,15.524218441433288,6.63838363819197,0.09976354748090832,0.5165104088388937,0.2500090909090909,73.04836338034391,0.04831333642231345,0.0988982179823888,115.0,1.0,0.511484257169185,0.5407963956508663,0.1485011730156936,0.2500090909090909,4.2,1.73,0.755,9.38964196202432,4.306678830701273,10.581684660741288,2.30767145197442,0.6535827126531427,0.0279404800565448,0.3764532367723988,54.8111,14.0932,Sweden
30,129,38.528889468984865,38.849922405287685,18.40545234539086,21.240765796930738,0.2557715408938014,0.44240175350831407,0.21596,93.48180658623289,0.08384407164844897,0.17469018859444396,80.0,1.0,0.5200413238828302,0.7148534117294668,0.2009950975526927,0.21596,4.5,1.24,0.812,9.00838357930982,4.135400026674046,10.160264678535192,2.30907812043332,0.7002187266784168,0.0410748021828941,0.3297881229745759,53.1798,0.4738,United Kingdom
31,129,30.64028590369585,15.881643774248777,13.09175614821945,7.976087588901315,0.17186650946973708,0.5271970679337861,0.25484545454545454,85.16888365808111,0.02156228945600811,0.04399325600788652,220.0,1.0,0.5098728438706608,0.1417624034487323,0.2335145392593998,0.2548454545454545,3.9,1.98,0.839,9.456267489797922,4.581737132011551,10.675863361984394,2.176731477629563,0.6611349288982346,0.0213872052446085,0.3520457576524963,52.6531,4.2423,Netherlands
32,128,25.087446102604925,40.86002765122364,18.79432881809226,32.856381690059145,0.49593408104872283,0.5152997891744774,0.24946000000000002,96.67960396188775,0.3553829223100313,0.7194647363863083,300.0,1.0,0.506045391334927,5.436843344383608,0.1076622573554524,0.24946,4.1,1.31,0.743,7.0436562556446,2.9744050496800427,7.919512929014036,2.4998527084595272,0.913823337991034,0.0359398513330055,0.3591670823543808,21.4359,112.2209,China
33,109,15.555943641699171,45.71557505232269,10.724577248007034,33.620519426930976,0.6885092576399694,0.5499629683964515,0.26508333333333334,94.58435037946863,0.14105985959715853,0.2841221062662239,285.0,1.0,0.5035238142822356,1.90926489518581,0.0901863419110999,0.2650833333333333,3.3,2.94,0.897,6.92062491406115,3.2671053705587534,7.794732076330746,2.209163089108985,0.9069899817850636,0.0425650788979132,0.3928696983391085,20.1389,109.2031,China
34,125,28.884776464852784,39.14252621249988,11.128851448683799,17.236261292804546,0.35491090909137574,0.5507922034820699,0.26545454545454544,83.34965834999153,0.09306218490869754,0.18248412705201994,150.0,1.0,0.49002586464864983,3.2023871655693883,0.0501782924106134,0.2654545454545454,3.8,1.27,0.661,10.110272252278577,4.439568151105005,11.35395280251025,2.417398603943169,0.552488618500296,0.0204313976819472,0.3609976678498316,25.1304,119.3921,China
35,120,26.46430342335161,37.77216350381587,17.9735701103188,27.67199399117911,0.41088873009712235,0.5827261308649315,0.2796571428571429,80.50274658171142,0.3135824817735305,0.595289052144957,95.0,1.0,0.473226526435147,3.9232377277152577,0.1536833064950906,0.2796571428571429,2.4,2.52,0.872,7.502463500938703,3.1557274054706568,8.430294449858001,2.509852256000695,0.8772381135064999,0.0327564119886019,0.3480941972322159,20.5948,110.7555,China
36,116,37.85631902335889,40.73123214625127,18.14701998610544,21.595499681156983,0.3529400244238754,0.4982477623016301,0.24170000000000003,92.72066892974725,0.049321609795620724,0.10219929706453004,15.0,1.0,0.5173977589642408,0.7784434681266643,0.1796288893534829,0.2417,4.5,1.9,0.835,8.727700168080958,4.345326526628898,9.848737388964215,2.106899642130766,0.7190806915437782,0.0403714285821162,0.4294944333595198,50.6703,-0.2781,United Kingdom
37,114,19.85824949584897,33.1167266697268,15.834792963645189,27.61129990574045,0.4952617515192466,0.5577548846582209,0.2685666666666667,83.28281565154637,0.12801137047054353,0.24681364750438026,155.0,1.0,0.4813440352066678,1.303683267217403,0.1325486905365939,0.2685666666666667,5.4,3.54,0.952,6.577174421150536,2.893681746188878,7.410386058837082,2.4001681894157265,0.9306985615190756,0.0358319474369589,0.3625771739440041,30.6253,121.57,China
38,115,28.55676867249034,33.2310248144855,18.062628593269604,22.55907985749489,0.31522766978301003,0.535522989593734,0.2586,85.3961047046314,0.20585735626681884,0.3898031433846167,345.0,1.0,0.4718940579098558,2.1657699120961635,0.1544931801068658,0.2586,2.7,1.55,0.886,7.624270810235052,3.4555972654191662,8.598617562233365,2.335895473305382,0.8343877807946974,0.0346783154557825,0.3676755805396694,30.7484,121.983,China
39,114,23.010812267352364,30.95226997785806,10.084277399164074,14.373953974109154,0.3422884016492572,0.36263315066273966,0.1784,354.63056866037977,0.019212223667215842,0.037267311045290435,120.0,1.0,0.4844751840593546,2.4717280219208946,0.062888603386147,0.1784,5.3,1.73,0.881,8.344725199044762,5.219128515581758,9.321786679713885,1.633579785689543,0.7102327394765078,0.0605902998018134,0.3666517273597818,23.9706,120.158,Taiwan
40,114,14.324059847220605,32.984126504471156,5.530685937778861,14.047223265617337,0.5678837326769467,0.4707783633904295,0.22910000000000003,4.292652967485298,0.029410314406659914,0.05672801012776206,240.0,1.0,0.4815556840363645,0.4305000634383614,0.0396013909821021,0.2291,3.3,1.12,0.563,9.648638519959006,4.594732033446696,10.86543798049138,2.2068420213043494,0.6169787222097463,0.0343416550966659,0.3834848455526393,56.5947,-1.6988,United Kingdom
41,102,23.532292987030758,58.29325860114828,14.05907077557102,38.582503524620826,0.6138345193049767,0.48682470219216795,0.23647500000000002,5.62499864321855,0.14412474080369483,0.29055933536826084,275.0,1.0,0.5039748400407276,3.385872127882017,0.0921821472727432,0.236475,3.4,3.09,0.918,7.766421711530695,3.5869219017131897,8.754121615210117,2.2910632065574035,0.8031798163535195,0.0465140729529911,0.4121018958245741,23.243,117.0232,China
42,111,19.76632138598854,78.73790690834913,6.55743824384232,29.916671081671375,1.175585791535865,0.4600932888797891,0.22416666666666665,3.7000584107599757,0.17933153694694923,0.3528335223482135,265.0,1.0,0.4917389488577053,4.533004415999054,0.0194721374831447,0.2241666666666666,3.3,1.05,0.876,10.636641672757476,6.1579313136817575,11.91537040368241,1.75129608169272,0.554346736698522,0.0581347601168249,0.3390868881370872,24.1616,119.9117,Taiwan
43,111,23.717015433755627,26.30122869182384,10.632020685936688,13.091592640629624,0.3285012642717893,0.4581841048332171,0.22328333333333336,5.798559791364705,0.09269605006870309,0.183209920247985,5.0,1.0,0.4940445913451332,0.5639254855151851,0.1022383948284005,0.2232833333333333,2.0,2.05,0.831,9.206419239343122,4.171921771664858,10.36999707992434,2.338161547247065,0.6630767307024886,0.0615825103196533,0.3716774388267768,56.6015,11.2166,Denmark
44,108,20.82981484976719,40.60157330763039,13.166670405287482,27.11408475957221,0.5908787175689781,0.5965314071505362,0.28574,12.141944998044172,0.38265934963935655,0.7671687784662335,250.0,1.0,0.5012057836811372,1.474375786941279,0.1051640940259336,0.28574,3.9,1.16,0.818,7.21671046776576,3.632800122815867,8.145501700523367,2.083842079825076,0.8482818491071354,0.0540120488945232,0.4058077298013738,38.2743,118.942,China
45,106,37.94840243844554,21.48059107987961,15.130582142702437,9.691715985464688,0.1723722017738354,0.8699005722000472,0.3984,32.86645231313751,0.3391097186659815,0.6845018831424552,30.0,1.0,0.5045890639348145,4.815808668029209,0.0805919588277222,0.3984,2.5,2.04,0.81,10.110272252278577,4.439568151105005,11.35395280251025,2.417398603943169,0.552488618500296,0.0681920877218688,0.315877653123403,25.2524,119.5441,China
46,105,19.854277872633176,30.41816638952265,7.382574654113483,12.380810636013152,0.49773583228781004,0.9167763873105267,0.41612499999999997,36.187954517691054,0.16345846447050771,0.33411869918995246,325.0,1.0,0.5107772630900309,2.608326621623513,0.0169358435869124,0.4161249999999999,3.0,2.7,0.895,10.37031094705619,4.292673277436056,11.626077610471668,2.5968694748179635,0.5238935787245915,0.1770126172055672,0.396462916629007,25.8097,119.9959,China
47,104,19.12188415316814,60.13462559429055,13.058083195603048,44.51467672602236,0.7564336952567586,0.9205895215167237,0.41754545454545455,32.85456039572861,0.4278417949535674,0.8617208544843392,140.0,1.0,0.5035030280083013,3.325063702212211,0.0929345906449565,0.4175454545454545,2.4,3.06,0.925,7.324003151291087,3.175208110427421,8.244239680803194,2.4523789119449484,0.8829508664570702,0.182515243329098,0.4054992277530377,22.3059,114.9472,China
48,102,20.916881807305803,62.37271227395126,8.385658449453993,28.535440884028308,0.7881664665537805,0.9210537908667424,0.4177181818181818,31.91818245446482,0.36267845240063007,0.7378057565678008,340.0,1.0,0.5084364018955679,0.9689406565692298,0.0897644609690924,0.4177181818181818,2.6,1.57,0.845,9.585734611810103,4.533337694470135,10.816832110797309,2.233798391451041,0.6417738041769593,0.1463945399056334,0.4088033282602007,52.2364,2.5034,United Kingdom
49,101,49.51260830351363,49.94963649564785,23.46376459674565,27.711554579717877,0.2823344895643839,0.8937179941533989,0.4074666666666667,32.35552670695987,0.38403967283553003,0.7774580960783479,15.0,1.0,0.5060316758257435,2.312011889927254,0.2701952312744535,0.4074666666666667,3.1,1.95,0.859,9.098892114623672,4.296183081719831,10.266501878058389,2.2372204634010084,0.6853363808759048,0.1407512543072336,0.4720223100711771,51.4309,1.632,France
50,100,22.712998388308595,60.08441714496649,16.12751635624126,46.00943125718189,0.6794125321795246,0.9107722524566538,0.4138818181818182,32.081810247686356,0.7540907335424119,1.5346296540477482,60.0,0.6111111111111112,0.508617123647116,2.421024541153366,0.1187143037013402,0.4138818181818182,2.9,1.97,0.802,6.761620456654919,3.2785774426229453,7.629044825795265,2.1684158113085727,0.8922362732988997,0.1960185395091165,0.3672061433990699,34.5055,120.3623,China
51,91,29.513834601150563,21.94485662671789,13.02540337209574,10.512929443475638,0.17432665568565767,0.8667726179937769,0.3972,32.636365717459086,0.17008975909010168,0.3424375418962804,0.0,1.0,0.5032969862234667,0.3589976769435483,0.1332628026843064,0.3972,2.9,1.95,0.793,9.292338762220826,4.267756190682063,10.47731892849546,2.307660046549086,0.6682109205404596,0.174765981393379,0.4328919780282553,53.2764,0.8416,United Kingdom
52,90,30.209885471507768,29.892158126668022,13.598477685262836,15.052905015221974,0.3058648424044766,0.8673882878440629,0.39743636363636364,32.48181000616699,0.46716356845344287,0.9637421633561809,35.0,1.0,0.5152608382032702,6.145851619433133,0.0654769258015101,0.3974363636363636,2.4,1.37,0.655,9.638242872781223,4.0099766083634485,10.810498665673087,2.583709129945256,0.6109504308373048,0.3199351014805972,0.5435218044189374,25.6651,119.7641,China
53,90,17.423457199380163,27.260090808863147,7.455706959424561,12.85115677083578,0.4309906697624926,0.7424404605906395,0.3477888888888889,43.01108018080788,0.12572672755008635,0.2538803994163724,10.0,1.0,0.5047797000511879,0.278598305302564,0.0741438856525103,0.3477888888888889,3.1,1.95,0.859,9.244477793989429,4.288962471373901,10.425835120369223,2.2788194505832307,0.674323411807271,0.1512701804527436,0.4147980291671108,53.4775,0.8387,United Kingdom
54,89,42.555337992072886,38.842446702674025,19.820076726515428,20.672680325904114,0.31412320278416966,0.7757749747236119,0.36136,27.5799982380731,0.016323913192168697,0.0334718712585385,340.0,1.0,0.5123095130808433,0.4420375772595289,0.2209405597973107,0.36136,1.7,1.98,0.915,8.98175295586717,4.405354857658015,10.144562355645624,2.14923656631074,0.7045428955510642,0.2307951909323375,0.3292307148678698,53.0019,5.2635,Netherlands
55,88,39.55496074377167,51.15693824455557,17.205091885057964,24.847222613447528,0.3869680136094865,0.7259748495735991,0.34099999999999997,17.51666497806343,0.19399833091432284,0.39118443696126004,30.0,1.0,0.5040745168153651,0.5751794955888729,0.1866004601365477,0.3409999999999999,2.9,1.82,0.891,9.470257004849602,4.421170785755304,10.67870207792479,2.2647213304811142,0.6477680748649758,0.1764025898654115,0.3742927805703852,53.1359,1.1474,United Kingdom
56,83,25.42547249380623,45.276734785518016,16.217734211735102,31.30070349513334,0.4372562660927352,0.8417757360559968,0.3875333333333333,37.20001645080644,0.38760884852675925,0.7828394323224791,135.0,1.0,0.5048680067420442,3.857279029279826,0.1097384299213727,0.3875333333333333,3.1,1.68,0.873,6.770948908371993,3.7501362641474896,7.636306531463544,1.8863386807403104,0.854153878783342,0.1094757849622227,0.368171533327588,21.3394,108.211,Vietnam
57,80,46.703150145838784,44.386328766210696,47.597765844862195,41.94379355294201,0.23948208388874273,0.7380885084017877,0.34600000000000003,15.133345989203342,0.4916243542187927,1.0747003998694775,160.0,0.9166666666666666,0.5425475283358072,16.441988957043492,0.4757497288383645,0.346,2.4,1.76,0.762,5.669085471409267,2.3050897064636486,6.371630584837831,2.647877756958495,0.98729029005528,0.1475913742279874,0.408679625338384,9.2189,105.8099,Vietnam
58,81,22.833993120400667,31.269240915586494,13.23577602568497,19.535556764130423,0.3096500287228218,0.9917949795609728,0.443475,56.00003656051269,0.21717766842619762,0.43191652662978597,20.0,1.0,0.4971767574609563,0.4307709635542069,0.0609632362986033,0.443475,2.4,1.09,0.754,7.661381406630739,3.762700026536749,8.652642999073512,2.1432909502495407,0.827992097355448,0.0899857281373249,0.4207821864203154,47.1594,-2.6062,France
59,80,48.167111457520335,41.62439338694006,19.809697708147592,20.33654430354944,0.2944189108029839,0.9414525260551132,0.42526,59.500001462406246,0.11000866942449962,0.21882705256131318,5.0,1.0,0.4972803036147904,0.7478164816724291,0.239475558045324,0.42526,4.1,1.57,0.841,9.927315628810003,4.54284894084255,11.191529702910088,2.312915578521946,0.6058971139647088,0.0829052005728911,0.3936991011894029,55.4865,7.8406,Denmark
60,80,22.419158129070066,38.833262630423384,8.420318995669367,16.119726870944273,0.40635347669161337,0.8784659547377701,0.401675,59.574976504777275,0.24607131848201794,0.500804239307317,305.0,1.0,0.5086476927144697,0.5261680469948836,0.0824984800728212,0.401675,4.8,1.02,0.857,10.039953659841508,4.59412838932801,11.319755407127069,2.3148689759268244,0.5968969960099536,0.0861834126356987,0.3800302512622674,55.141,7.1997,Denmark
61,80,37.73226632615205,32.28556968646322,15.121399810803737,14.527863059888979,0.24196643227550893,0.976845061295756,0.438125,57.50000479827736,0.2785589903108675,0.5651023802082111,125.0,1.0,0.5070645602160979,0.6402030206631861,0.1654945138075626,0.438125,2.5,2.71,0.894,9.923382958976172,4.5452374423685376,11.18491460496586,2.30915643678111,0.6059911658693379,0.1088644169058991,0.419942051288508,55.0168,7.7741,Denmark
62,79,20.482849648515174,18.288755231356603,9.860097744793743,8.971048924629098,0.1801278866322798,1.0296566324458367,0.4568,70.8799591522121,0.1151078628328809,0.22840823697552887,270.0,1.0,0.4960432935472166,0.9580120836107572,0.0477171231674714,0.4568,4.2,1.19,0.623,7.92297993487934,4.721965859840944,8.887488387867602,1.7276116897997125,0.7491463308131846,0.0828125761107408,0.4311688450867674,23.5921,120.028,Taiwan
63,75,27.58927126203651,50.23299606961561,19.394791406200543,37.74764141293056,0.40893633348214886,0.8724877347243247,0.3993909090909091,71.35128080016072,0.11633091992513149,0.2104495686697069,15.0,1.0,0.44722661747194803,0.6164903077609519,0.1368560930558155,0.3993909090909091,3.0,1.17,0.638,6.93369218718235,3.28377393838316,7.82456427352216,2.2286549512927905,0.8816603732259845,0.0283888250453774,0.4799918743927436,38.9986,118.8044,China
