lon,lat,A_pred_pct
113.0,37.0,2.164900015456114
114.0,37.0,2.164900015456114
115.0,37.0,2.1507392263441614
116.0,37.0,2.164900015456114
117.0,37.0,2.193887918204968
118.0,37.0,3.0528017269692436
119.0,37.0,2.2750248149133077
120.0,37.0,3.228542385998284
121.0,37.0,2.8994495355123746
122.0,37.0,1.9177399811795324
123.0,37.0,2.865628606395907
124.0,37.0,1.765577110870698
125.0,37.0,1.8635105390719742
126.0,37.0,2.9945822909204467
127.0,37.0,3.024521678450682
128.0,37.0,2.9915940942618087
129.0,37.0,2.9468297605119917
130.0,37.0,2.916017255861077
131.0,37.0,2.905401866447345
136.0,37.0,2.9732915709139394
137.0,37.0,2.9648903101947393
138.0,37.0,2.9712899271357633
139.0,37.0,2.974773192225906
140.0,37.0,2.974773192225906
141.0,37.0,2.974773192225906
142.0,37.0,2.982005735443599
143.0,37.0,2.998720080267332
144.0,37.0,3.053701676508286
-75.0,38.0,0.6244112712833793
-74.0,38.0,0.6244112712833793
-73.0,38.0,0.6244112712833793
-72.0,38.0,0.6244112712833793
-71.0,38.0,0.6278807298126732
-70.0,38.0,0.6273573510314479
-69.0,38.0,0.6273573510314479
-68.0,38.0,0.6273573510314479
-67.0,38.0,0.6273573510314479
-12.0,38.0,2.039513313111902
-11.0,38.0,2.041935524979264
-10.0,38.0,1.9924131711267892
-9.0,38.0,1.9769463191210537
-8.0,38.0,1.9709653004165106
-7.0,38.0,1.9174966775682503
-6.0,38.0,1.8495582465337361
13.0,38.0,3.7686091836244198
14.0,38.0,3.913606290728176
15.0,38.0,4.205070380559523
16.0,38.0,4.269105164945863
17.0,38.0,4.293846558008517
18.0,38.0,4.3062014704908815
19.0,38.0,4.012864212756542
20.0,38.0,3.916510886191363
21.0,38.0,3.712605187501139
112.0,38.0,2.164900015456114
113.0,38.0,2.1550740817318306
114.0,38.0,2.1525136216068277
115.0,38.0,2.1320181762139505
116.0,38.0,2.243168034910975
117.0,38.0,2.27480757500838
118.0,38.0,2.412941661913944
119.0,38.0,1.9375672319390567
120.0,38.0,3.9323214968921016
121.0,38.0,3.475933339946426
122.0,38.0,1.8849038811234418
123.0,38.0,2.9325365470806277
124.0,38.0,2.977855409800466
125.0,38.0,2.8888566114989844
126.0,38.0,2.9410025692948927
127.0,38.0,2.890536624435299
128.0,38.0,2.8911089821524816
129.0,38.0,2.9060866517924504
130.0,38.0,2.9060866517924504
131.0,38.0,2.9060866517924504
135.0,38.0,2.983965370331296
136.0,38.0,2.9707385207082093
137.0,38.0,2.9640573839180693
138.0,38.0,2.974773192225906
139.0,38.0,2.967331895800854
140.0,38.0,2.9589862653889236
141.0,38.0,2.9518304269361058
142.0,38.0,2.974773192225906
143.0,38.0,3.0023079646308215
144.0,38.0,3.053701676508286
-76.0,39.0,0.6244112712833793
-75.0,39.0,0.6244112712833793
-74.0,39.0,0.6202989946332788
-73.0,39.0,0.6202989946332788
-72.0,39.0,0.6244112712833793
-71.0,39.0,0.6278807298126732
-70.0,39.0,0.6273573510314479
-69.0,39.0,0.6570074259324883
-68.0,39.0,0.6570074259324883
-67.0,39.0,0.6570074259324883
-66.0,39.0,0.6540918053741672
-13.0,39.0,2.0374298085062894
-12.0,39.0,2.0398520203736514
-11.0,39.0,2.0516462842684065
-10.0,39.0,2.0498202757652253
-9.0,39.0,2.0498202757652253
-8.0,39.0,2.0398520203736514
-7.0,39.0,1.9871289295784842
-6.0,39.0,1.9174966775682503
-5.0,39.0,1.830169356579922
3.0,39.0,1.7901053557501359
4.0,39.0,1.7842571452366651
5.0,39.0,1.8013897361184152
6.0,39.0,1.7704298791644189
12.0,39.0,3.3204925478060563
13.0,39.0,3.79747531611605
14.0,39.0,3.9652345201822823
15.0,39.0,4.276515880442736
16.0,39.0,4.433757688321327
17.0,39.0,4.482606585729792
18.0,39.0,4.482606585729792
19.0,39.0,4.3987444560017455
20.0,39.0,4.04481920029245
21.0,39.0,3.916510886191363
22.0,39.0,3.7094036939761144
112.0,39.0,2.1550740817318306
113.0,39.0,2.1550740817318306
114.0,39.0,2.1377046476053994
115.0,39.0,2.1288991709551657
116.0,39.0,2.225023721009763
117.0,39.0,2.0327502893927396
118.0,39.0,1.8997302579306665
119.0,39.0,1.996163487104116
120.0,39.0,3.3641914758560354
121.0,39.0,3.033844379199771
122.0,39.0,3.358347657974141
123.0,39.0,3.4109710283725416
124.0,39.0,3.3047046559787328
125.0,39.0,3.05271736324166
126.0,39.0,3.1059724058323903
127.0,39.0,2.9508077407627864
