farm_id,n_years,country,G_mean,G_ew_mean,M_S_rms,M_S_mae,M_S_std,M_S_mean,M_D_rms,M_D_mae,R_i,H_i,P11_median_err
153,11,Denmark,-0.3715458684900428,-0.3664289576590692,10.269150119500265,9.409538963033226,5.536065017964541,8.808723605370096,8.281293973225722,7.3437991803624865,-0.03618078070399496,0,0.0
154,11,Denmark,-0.1670478740590031,-0.18503557035377624,7.668388227992887,7.016948726664742,3.243958914788494,7.016948726664742,2.8046604492643383,2.319454491254639,-0.02178396151738994,0,0.0
155,4,Italy,9.567684655317185,11.341389227733728,5.64780459119044,4.04413353827149,4.616317158850588,-3.9893493977023433,3.6919533351347997,3.3766169599076488,1.6940537691833484,1,0.0
156,1,United States of America,0.06270599483968875,0.06270599483968875,6.133136651133721,6.133136651133721,,6.133136651133721,0.00604324538600404,0.00604324538600404,0.01022413137135913,0,0.0
157,11,Denmark,6.927728601626606,6.9432544586761615,6.429912122180005,5.745110274765263,4.188877438056419,5.03907032350891,2.4870199118292144,2.169792853306148,1.0774219724915652,1,0.0
158,11,Ireland,2.4065974370212007,2.3645375925359327,4.190150643997925,3.3245542080326587,4.393714919325342,-0.08721899831486381,1.8546718760121337,1.4890358355823385,0.574346280477641,0,0.0
159,4,Vietnam,5.173673507882217,5.207127123915823,17.2746105459975,16.62910734911651,5.401846386492612,16.62910734911651,2.933774083272196,2.926953931287285,0.29949581173515655,0,0.0
160,9,United States of America,2.4440121886617443,2.452371050363609,7.945012247652196,7.626127394588244,2.3634880259821287,7.626127394588244,0.6878704836777066,0.621880557816797,0.307615912031346,0,0.0
161,4,United Kingdom,0.8957575691201699,0.8929898596042306,5.225412235894465,4.715021678801971,5.545253947929596,2.0597456213727012,1.1353309461093222,1.0009071509874008,0.17142333057802045,0,0.0
162,8,United Kingdom,0.19947068889033504,0.19226590421343798,3.9881659342784137,3.44692520936655,4.263139469454954,0.05389016902211252,0.8896750557013136,0.6411713205686841,0.05001564432810533,0,0.0
163,11,Sweden,1.0704776428440552,1.0628829735568959,11.47396452521627,10.492218000529158,4.87049747878209,10.492218000529158,3.392988997702036,2.882852581467151,0.09329623082688397,0,0.0
164,8,United Kingdom,-0.028808651630399668,-0.027851109245904695,3.562036731144035,3.031699307860132,3.382772992282601,1.6356487081177526,0.6836537448618314,0.5755877172324827,-0.008087690780534727,0,0.0
165,11,China,1.567186880195721,1.5518386760056677,5.438383025839182,4.353373685972145,5.15448058218478,2.328663459269243,0.9117705687697673,0.7983278376429016,0.2881714790498583,0,0.0
166,3,Japan,0.6557850338580752,0.6565532774062692,2.989207607656935,2.0374916721269947,2.7632988309060216,1.960820024653726,1.2433293057066297,1.0487001043118542,0.21938423821024153,0,0.0
167,2,France,0.0,0.0,7.774583769783345,7.774577088670308,0.014414277735827635,7.774577088670308,1.7094377908621652,1.5758103423317464,0.0,0,0.0
168,11,China,-0.7362170828370078,-0.7393331000333911,4.5086520786463575,3.8240542719233463,4.5559657630375385,1.2075195797170757,1.125709675641784,0.8446986946793046,-0.1632898413971308,0,0.0
169,11,China,0.39207149439844574,0.3914077915786546,9.579546833719789,8.040832893364176,7.813749232885551,-6.021915447230629,0.9203787172100234,0.6767289463121405,0.04092797928795159,0,0.0
170,5,Portugal,-0.01682928355961531,-0.016999702845872655,10.975087767753399,10.358768877985703,4.054081098468106,10.358768877985703,1.2155636001532273,1.1037307973623354,-0.0015334076515599714,0,0.0
