farm_id,year,country,P00_kWh,P10_kWh,P01_kWh,P11_kWh,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,P11_err_pct
168,2017,China,57192119.289891,57035697.812234,58897502.376567,56118565.825211,56118565.82521149,60678218.890799895,0.2518334492246072,0.0751448072955837,8.629724079343465e-13
169,2017,China,81230737.641596,73050194.730831,79872900.583769,73199563.547894,73199563.54789393,77624909.33316255,0.320166047972243,0.0570093520660389,1.0178449482214424e-13
147,2017,China,101876843.451267,97470006.452007,103573102.689517,97208508.174395,97208508.17439516,101718311.82930373,0.3180906681099318,0.0443362023396199,1.686197805219472e-13
165,2017,China,78923033.848408,76960701.128309,80369544.111278,76293320.970062,76293320.97006178,85421470.9270898,0.2572609959875296,0.106860135490048,2.929711474945824e-13
81,2017,China,296535937.991448,295426124.319033,285188202.493148,294625646.056145,294625646.05614465,301629274.88843507,0.6033207315725615,0.0232193272184235,1.213838216189073e-13
63,2017,China,288114611.16327,281169664.073442,289143434.694114,280090933.255588,280090933.255588,298115339.22723114,0.3574868324895826,0.0604611826361087,0.0
74,2017,China,358835567.705925,354330202.795668,365632922.968761,358605900.465994,358605900.4659942,373450201.8773428,0.4456946314516458,0.0397490785564606,4.986363417161018e-14
34,2017,China,574785665.974076,568469649.775585,573088708.85571,566662359.488194,566662359.4881938,594965283.6590886,0.6293032000179839,0.0475707153816259,4.2074186702095553e-14
45,2017,China,869310727.727013,861190068.713046,868815244.875419,861548902.912986,861548902.9129864,919491802.0185916,0.6190978161516696,0.0630162215458596,4.1509874534477007e-14
97,2017,China,410075133.740793,455480547.224476,429682653.348676,462388963.334907,462388963.3349073,553746388.272738,0.3194264578566051,0.1649806244746723,6.445292762342504e-14
131,2017,China,666273185.461572,607354079.86878,652165271.10516,603929748.372261,603929748.3722613,699474196.7070067,0.3142194320355158,0.1365946718042649,3.9477866381670885e-14
89,2017,China,883565007.026414,862667155.690585,876823410.09058,860697595.027915,860697595.0279149,991854129.6208298,0.3684114624473149,0.1322336931168033,1.3850310520144412e-14
109,2017,China,1083099511.815598,1046478611.123527,1064648216.296186,1051410560.386464,1051410560.3864636,1183734256.8444452,0.3476840783807303,0.1117849683684285,3.4014102780258514e-14
50,2017,China,1307242885.576102,1183600792.804181,1282831945.959172,1192715605.263961,1192715605.263961,1315011489.8091726,0.3300849085792617,0.0929998600719134,0.0
88,2017,China,1353389498.454341,1209024941.880476,1344487699.803775,1214134527.570001,1214134527.5700006,1423123337.7746468,0.2896624226288606,0.1468522120728089,1.9636916147895032e-14
57,2017,Vietnam,487287827.033554,547473412.481917,454741564.962938,526419653.589695,526419653.58969456,1089703808.8594334,0.1127425252161377,0.5169149182467434,7.925853652738741e-14
38,2017,China,1970291266.216762,1872462329.293204,1936434405.656714,1879862841.506935,1879862841.506935,2234245272.156137,0.3683838607695345,0.1586139333338316,0.0
1,2017,China,2244574196.021779,2142947109.179771,2218970806.1869,2167060357.505111,2167060357.5051107,2568691656.697146,0.3505719255043453,0.1563563684823337,2.2003870660626048e-14
24,2017,China,3623726711.78984,3475902738.678524,3551378456.973507,3484110892.71172,3484110892.71172,4402916896.062431,0.2822806393332847,0.2086812049921741,0.0
0,2017,China,5254870807.573352,5085221384.705005,5239756181.924829,5132254230.430478,5132254230.430478,5676372033.630834,0.38017542837474,0.0958566140444314,0.0
46,2018,China,110191972.709199,108404498.71012,110409698.627385,108349528.097864,108349528.09786378,108886454.58280323,0.6630126551087001,0.0049310677530708,2.0629293161833503e-13
98,2018,China,45918243.898455,44526863.683576,46589268.629462,44535036.869295,44535036.86929513,45015193.799226776,0.2933796895210482,0.0106665525438634,2.844049967207533e-13
124,2018,China,95515844.006843,89375868.704249,91447084.587694,89388573.995807,89388573.99580732,89880540.04395978,0.5684126541765695,0.0054735546527851,3.50072018248639e-13
71,2018,Taiwan,109777206.872641,106193107.287057,99566501.200037,105878412.45183,105878412.45182964,109733107.79538392,0.5170349274920872,0.0351279155488974,3.377722241680284e-13
72,2018,China,102946168.131379,95700229.626959,100538270.189082,95835810.628706,95835810.6287062,98303949.77510148,0.3910548440392793,0.0251072225687968,2.1768090168517784e-13
101,2018,China,147855555.257768,140852922.374629,141294775.113694,140857886.93737,140857886.93737,141600807.12466443,0.5902278941435994,0.0052465815865043,0.0
135,2018,Japan,55561845.684986,63242621.717936,58177231.28455,63499271.599157,63499271.5991568,65511511.39711806,0.3005313625782422,0.0307158200909677,3.1679997431594885e-13
168,2018,China,57788461.940999,59133636.827992,59224171.612778,58743351.222737,58743351.22273716,62829802.01838408,0.2623759490050344,0.0650400075182669,2.7903204315126007e-13
169,2018,China,82487915.275249,79682588.883545,82182866.61465,79800825.938703,79800825.93870257,84521745.08246493,0.3425222162361686,0.0558544921091765,5.415152907734527e-13
165,2018,China,79894883.091001,86955561.841275,82867752.187269,86453577.923992,86453577.92399198,95764338.77740584,0.287641661977615,0.0972257624527198,1.72360260288457e-14
34,2018,China,565133058.460662,545162537.743042,562853599.30546,544558050.54128,544558050.5412804,574495579.1399812,0.6175037710107844,0.0521109816780786,6.567304776724326e-14
147,2018,China,298844109.297449,293070130.096527,303195920.522342,293100716.197301,293100716.1973012,312542395.9782784,0.3203706674069836,0.0622049361339393,8.134356756094401e-14
19,2018,China,368428103.680185,377378888.021051,370042648.941199,384717325.910622,384717325.9106217,410327161.3725367,0.3754585188361229,0.0624132104154415,7.746550617951387e-14
139,2018,South Korea,315793956.142448,318432148.571042,300608205.01092,318582451.979585,318582451.9795851,361160114.26256704,0.3389535609954092,0.1178913744944369,3.741866157726108e-14
81,2018,China,641313117.326893,610371101.417678,613133184.934118,612609372.163708,612609372.1637081,660803766.5817673,0.5500667793514484,0.0729329898758918,1.945926637226256e-14
131,2018,China,675576949.566405,668914519.9698,677574918.073408,670973297.495632,670973297.4956316,767949315.2492019,0.3437363204383358,0.1262791903422706,7.106648803803247e-14
97,2018,China,670445214.894838,672857268.729012,699779665.348559,670631066.816236,670631066.8162364,853492940.4936594,0.2668349992106874,0.2142511847510489,5.332706555784113e-14
14,2018,China,1084151416.455241,992879489.069206,1051977752.048577,994800537.324826,994800537.3248258,1145634126.9882762,0.3529801891660637,0.1316594767126678,2.396647067991211e-14
109,2018,China,1091667610.294085,1209122996.193187,1088234154.075275,1212598469.597985,1212598469.5979846,1355479839.780559,0.399780581834781,0.1054101772592249,3.93235823859494e-14
63,2018,China,1032354807.839029,1093405785.797649,1071033519.573106,1095972382.811233,1095972382.8112328,1257090857.4330266,0.3553275783981431,0.128167724448173,2.1754068153615788e-14
45,2018,China,2260111887.337778,2180290779.213016,2259872748.347233,2183193998.881391,2183193998.881391,2350209187.390832,0.6051568192261974,0.0710639671589654,0.0
74,2018,China,1767456157.260271,1796919584.515376,1794563665.17766,1840581786.332694,1840581786.3326936,2005481469.605572,0.4414542726779874,0.0822244861256732,2.5906871498126107e-14
