farm_id,year,P11_kWh,P10_kWh,P01_kWh,P00_kWh,total_pct,S_pct,D_pct,I_pct,S_shapley,D_shapley,country,gain_pct
83,2016,1377137944.613638,1380204316.817862,1450037180.873198,1512839280.915576,-9.853866624814383,-9.631203948485005,-4.560334735384649,4.337672059055271,-7.462367918957369,-2.3914987058570136,United Kingdom,1.5462603592019797
31,2016,1929236515.425378,1931991626.457454,1950494584.268215,1979867491.05718,-2.624404795730201,-2.4815964355293056,-1.5225145571375702,1.3797061969366748,-1.7917433370609683,-0.8326614586692328,Netherlands,0.1662199964155442
68,2016,3322428198.588058,3301148772.309046,3336517608.742625,3318263799.580298,0.1253420317564667,-0.5151361067343931,0.5494116974472063,0.09106644104365347,-0.4696028862125664,0.594944917969033,Denmark,0.0
67,2016,2295566844.684961,2290796457.143141,2383332440.003286,2355149865.943053,-2.5955689940394215,-2.8033776907395485,1.2276956397713106,-1.0198869430711837,-3.31332116227514,0.7177521682357187,United Kingdom,1.7436372517885852
23,2016,3005313481.017372,3014554791.047441,3072324691.80751,3084556967.416092,-2.636779387549745,-2.329280349980444,-0.40702161973602485,0.09952258216672388,-2.279519058897082,-0.3572603286526629,Netherlands,1.3927444038622898
65,2016,2980098087.772357,2977743805.201648,3044051239.053713,3042538940.103841,-2.0952616488593097,-2.1742618193694216,0.050746616565311466,0.028253553944800523,-2.1601350423970214,0.06487339353771172,Netherlands,0.4327053004878993
20,2016,3351312310.519378,3346789397.882729,3420168181.371517,3421298437.631378,-2.0883200557680555,-2.2232795050098417,-0.033725781280164485,0.16868523052195075,-2.1389368897488663,0.05061683398081089,Netherlands,-0.0093096687387154
25,2016,2987323992.463978,2990148592.209789,2982171044.718283,3038140583.585879,-1.7010739795915792,-1.6065211372170491,-1.8735677485531583,1.7790149061786282,-0.717013684127735,-0.9840602954638442,Sweden,1.292258066241451
59,2016,2949199241.236922,2952214145.309238,2917009780.117597,2938112186.736261,0.3759344009600003,0.47816228811528416,-0.7155300436674885,0.6133021565122047,0.7848133663713865,-0.4088789654113862,Denmark,1.3908799884826777
60,2016,3672026065.294257,3669376498.363849,3674876643.535135,3678577653.017649,-0.17841887848546628,-0.250574328454901,-0.10078930314504186,0.1729447531144766,-0.16410195189766272,-0.014316926587803563,Denmark,0.0
61,2016,3255942156.923907,3240876696.778882,3260727136.583519,3265412911.143322,-0.2908759972678017,-0.7535826246870696,-0.1439145517323918,0.6066211791516597,-0.45027203511123975,0.15939603784343806,Denmark,0.0
16,2016,3611679303.736398,3613127829.052454,3680334854.358753,3677546459.589152,-1.8237265912455725,-1.7836198931077498,0.07720493806625249,-0.11731163620407513,-1.8422757112097874,0.018549119964214926,Netherlands,0.0
55,2016,3299226920.43685,3282735061.032413,3258285624.847634,3259925055.304906,1.1912446788213107,0.6913742606248753,-0.04969135184720717,0.5495617700436426,0.9661551456466966,0.22508953317461414,United Kingdom,-1.1166508050909765
27,2016,3692465047.120751,3703053318.40999,3609726974.758966,3640524607.881498,1.4066602818557294,1.6934137420542295,-0.8340670183607225,0.5473135581622225,1.9670705211353408,-0.5604102392796113,Denmark,0.3901964019347689
18,2016,4233861765.596618,4229210017.327384,4294926363.414728,4282842447.650623,-1.1568795762773922,-1.2667496789584294,0.285411202186534,-0.17554109950549684,-1.3545202287111777,0.19764065243378556,Germany,-0.1627318981880979
