farm_id,n_years,country,G_mean,M_S_mean,M_S_std,M_S_rms,M_D_rms,R_std,R_rms
47,4,China,1.2595650523824835,0.3068908807443326,5.418987540837696,4.703004517167686,2.708566239759501,0.2324354951714418,0.2678213571312999
48,6,United Kingdom,0.665656627751931,5.842739520287128,3.5477065594546473,6.6802786839514665,0.7527331601461956,0.18763012571542997,0.09964503866449281
49,11,France,-0.40791603993148423,6.5059724442063365,4.546509407956926,7.817881193188428,1.0875858043831694,-0.08972070732276131,-0.05217731375694143
50,8,China,0.0,-5.03648679782411,8.598288838187656,9.489754941063874,1.134563665527267,0.0,0.0
51,8,United Kingdom,0.0,5.047460871080614,3.1434268414579036,5.841476869271856,0.7137769902438695,0.0,0.0
52,6,China,0.0,2.7400332852878324,3.8696768767610843,4.470620577347335,0.7030675292477777,0.0,0.0
53,4,United Kingdom,0.12175619090893423,3.330958191947995,3.269237679170669,4.3716379914955645,0.4929503846135314,0.03724299144252522,0.02785138914653834
54,4,Netherlands,-0.19601830455461552,1.6564242913235772,4.352350150143195,4.117153786898837,0.36806793112215086,-0.04503734713259833,-0.047610148831059906
55,11,United Kingdom,-0.2863901061023982,5.805995385981681,3.4076739488459733,6.653282334572513,0.799057155537699,-0.0840426961034185,-0.043044935071254474
56,2,Vietnam,4.4774225180405365,5.548152783281464,3.4569802305046253,6.062784464557828,1.5022173594744124,1.295183142365542,0.7385092681778329
57,11,Vietnam,18.21637255207827,14.246242787543537,5.71912874747568,15.254191988612732,3.3397409776014806,3.1851656705785207,1.1941879691613169
58,7,France,0.31664358219869065,5.849606968903232,5.443542146691359,7.721197339155926,1.6875079481795148,0.05816866548762736,0.04100964763494904
59,11,Denmark,0.48718271775035144,4.54825563614206,3.4659734665444817,5.622055943550948,0.8843624763515401,0.1405615831895172,0.08665561542645231
60,11,Denmark,0.0,3.1325382492864353,3.096818440671909,4.304792247764257,0.8277030418201392,0.0,0.0
61,11,Denmark,0.0,3.9689148167191814,3.0916315940643577,4.943839069353003,0.9218711607816372,0.0,0.0
62,4,Taiwan,0.2204443574797843,2.814280389307924,3.8682823055209683,4.375257718814758,4.855056527779185,0.05698766017287757,0.05038431371295355
63,9,China,0.37554777419483404,-1.4963950924410336,5.077787971993598,5.015799813947005,1.3788996554299837,0.07395893177622964,0.07487295907435948
64,4,Vietnam,0.0,-3.1450982943276955,9.644917778663164,8.925243554036077,1.0866188413658415,0.0,0.0
65,9,Netherlands,0.3707768966363945,1.4176155241492268,2.7892328726859916,2.9874787607493674,0.5688550017491939,0.13293149534672652,0.12411030381464212
66,5,China,7.76323244569124,-9.28612190807878,3.716027379511631,9.863019196976389,4.79292191493601,2.089121433414062,0.7871050730663831
67,11,United Kingdom,2.1023300410163497,2.356837460428466,4.476646840261831,4.875776677411883,0.9356649896423174,0.4696215976003566,0.43117849321439594
68,11,Denmark,0.0,2.228935869343035,2.865029236855309,3.5256673318864045,0.769319872859373,0.0,0.0
69,2,France,0.4139256718471115,8.015968399274572,7.215162972481955,9.501843912520656,1.146233436543818,0.05736885963987097,0.0435626680103299
70,3,China,0.011600420968247668,5.707998911356907,3.8866730467550554,6.530855213545909,0.3394968603157302,0.0029846660186487114,0.0017762483761983834
