farm_id,year,n_turb,capacity_kW,n_hours,AEP_kWh,CF,WakeLoss,Volatility_kW,CV,P5_kW,P95_kW,RampFreq,low_hours,high_hours
46,2021,57,570000.0,8278,3190347407.8,0.6761,0.0286,182479.4,0.4735,26570.3,525255.0,0.0254,0.0877,0.5667
47,2021,40,400000.0,7912,1184272907.3,0.3742,0.0958,122166.8,0.8162,6666.8,368600.0,0.0302,0.2283,0.1428
50,2021,100,1000000.0,7753,2900304532.0,0.3741,0.1219,316258.3,0.8454,14016.5,921500.0,0.0508,0.2426,0.1637
52,2021,59,590000.0,8174,2866745260.6,0.5944,0.0791,193388.0,0.5514,19938.4,543685.0,0.0258,0.1088,0.4097
57,2021,76,760000.0,7479,691399533.2,0.1216,0.4674,93190.8,1.0081,4648.6,275230.4,0.0036,0.5263,0.0007
62,2021,11,110000.0,7296,363214946.3,0.4526,0.0309,38635.1,0.7761,2055.3,101365.0,0.0402,0.2142,0.2918
63,2021,75,750000.0,7671,1938021480.8,0.3369,0.1664,235464.1,0.9320,9010.1,691125.0,0.0666,0.2972,0.1476
64,2021,49,490000.0,7190,641530147.1,0.1821,0.0700,80645.4,0.9038,6485.7,257769.8,0.0139,0.3847,0.0036
66,2021,74,740000.0,7831,1846333076.1,0.3186,0.1583,218858.1,0.9283,8175.7,681910.0,0.0524,0.2858,0.1191
71,2021,22,220000.0,6989,762054291.9,0.4956,0.0928,77691.1,0.7125,3405.9,202730.0,0.0196,0.1993,0.3238
72,2021,68,680000.0,8105,1981280288.9,0.3595,0.1386,199289.2,0.8152,13910.5,626620.0,0.0237,0.2163,0.1294
74,2021,62,620000.0,8069,1998323842.6,0.3994,0.0913,207145.5,0.8364,9133.0,571330.0,0.0348,0.2389,0.2143
78,2021,59,590000.0,7422,1504985749.6,0.3437,0.1334,187308.5,0.9237,6255.5,543685.0,0.0648,0.2957,0.1567
81,2021,59,590000.0,8091,2693334775.0,0.5642,0.0935,193659.1,0.5818,16221.9,543685.0,0.0277,0.1133,0.3639
82,2021,58,580000.0,7939,1938833404.2,0.4211,0.1019,196001.4,0.8026,9084.5,534470.0,0.0503,0.2248,0.2326
86,2021,19,190000.0,7493,357288690.2,0.2510,0.0081,43541.0,0.9131,3214.8,142884.0,0.0148,0.3266,0.0380
88,2021,55,550000.0,7677,1463801701.8,0.3467,0.1306,165671.6,0.8689,8612.1,506825.0,0.0563,0.2526,0.1370
89,2021,55,550000.0,7966,1621325790.1,0.3701,0.1371,173222.8,0.8511,9553.7,506825.0,0.0330,0.2312,0.1695
90,2021,55,550000.0,7823,1304181147.1,0.3031,0.1477,145717.1,0.8741,8341.8,501929.3,0.0179,0.2661,0.0763
91,2021,55,550000.0,7796,1218580063.1,0.2842,0.1617,150455.0,0.9626,7257.4,506825.0,0.0363,0.3013,0.0958
92,2021,54,540000.0,8022,1703395519.0,0.3932,0.1091,173616.5,0.8176,10980.8,497610.0,0.0373,0.2185,0.1889
97,2021,47,470000.0,7774,1018908868.3,0.2789,0.1975,123181.0,0.9398,6385.6,430846.5,0.0319,0.2851,0.0776
98,2021,48,480000.0,7517,1012765937.3,0.2807,0.1485,126684.7,0.9403,6710.1,435993.9,0.0330,0.3034,0.0761
101,2021,47,470000.0,8091,2259444830.1,0.5942,0.0454,153905.8,0.5511,15128.6,433105.0,0.0278,0.1063,0.4158
103,2021,38,380000.0,7813,1071432686.2,0.3609,0.1222,121631.1,0.8869,5025.2,350170.0,0.0288,0.2594,0.1759
107,2021,39,390000.0,7493,658406800.5,0.2253,0.1095,82516.1,0.9391,5120.5,263882.9,0.0115,0.3530,0.0256
109,2021,38,380000.0,7943,1151650457.1,0.3816,0.1011,121167.6,0.8357,7327.1,350170.0,0.0358,0.2301,0.1794
111,2021,35,350000.0,7823,853900889.6,0.3119,0.1231,94372.7,0.8646,5211.3,321794.3,0.0197,0.2601,0.0831
112,2021,36,360000.0,7635,705653452.6,0.2567,0.0338,82935.8,0.8973,5322.5,275838.2,0.0164,0.3056,0.0372
115,2021,21,210000.0,7648,432261673.6,0.2691,0.0567,49594.5,0.8775,3548.5,165039.1,0.0224,0.2831,0.0400
118,2021,32,320000.0,7948,918549394.1,0.3612,0.0882,98838.0,0.8552,5745.7,294880.0,0.0365,0.2347,0.1573
119,2021,22,220000.0,7629,521792087.9,0.3109,0.1317,62654.6,0.9161,3435.5,202730.0,0.0227,0.2893,0.1024
120,2021,32,320000.0,8003,750379158.2,0.2930,0.1225,82497.3,0.8799,5934.2,289711.3,0.0250,0.2504,0.0707
124,2021,29,290000.0,8013,1279827553.4,0.5508,0.0783,95915.3,0.6005,8261.4,267235.0,0.0270,0.1131,0.3514
126,2021,25,250000.0,7831,624360603.0,0.3189,0.1166,67893.9,0.8516,4295.8,228916.7,0.0188,0.2557,0.0801
130,2021,26,260000.0,7479,404472198.3,0.2080,0.0892,49732.2,0.9196,3322.7,155045.7,0.0155,0.3486,0.0168
131,2021,25,250000.0,7753,728453225.9,0.3758,0.1178,78584.7,0.8364,3896.5,230375.0,0.0590,0.2323,0.1630
133,2021,12,120000.0,7479,230334174.6,0.2566,0.0362,28388.2,0.9218,1725.2,95172.3,0.0107,0.3201,0.0447
135,2021,3,30000.0,6873,65403588.6,0.3172,0.0158,8997.0,0.9455,475.6,27645.0,0.0522,0.3060,0.1227
139,2021,20,200000.0,7107,484337675.1,0.3407,0.1118,65629.4,0.9630,2173.6,184300.0,0.0722,0.3214,0.1731
141,2021,18,180000.0,7635,351392586.4,0.2557,0.0377,41325.3,0.8979,2913.0,137636.1,0.0165,0.3066,0.0372
143,2021,4,40000.0,7504,94711034.8,0.3155,0.0030,11027.5,0.8737,699.2,36808.4,0.0169,0.2771,0.0852
147,2021,12,120000.0,7418,303909560.3,0.3414,0.0456,36875.7,0.9001,2290.2,110580.0,0.0694,0.2615,0.1480
159,2021,7,70000.0,7693,152223150.5,0.2827,0.0410,17598.6,0.8894,1212.1,59042.0,0.0166,0.3003,0.0542
165,2021,4,40000.0,7523,92640613.3,0.3079,0.0544,11350.1,0.9217,730.6,36860.0,0.0485,0.2777,0.1065
168,2021,3,30000.0,7290,62495596.0,0.2858,0.0417,8288.2,0.9668,486.6,27645.0,0.0458,0.3011,0.0936
169,2021,3,30000.0,7677,88931690.0,0.3861,0.0316,9329.4,0.8054,659.3,27645.0,0.0495,0.2134,0.1654
0,2022,928,9280000.0,8010,26973456266.7,0.3629,0.1379,2910039.3,0.8642,142081.6,8551520.0,0.0427,0.2486,0.1637
1,2022,588,5880000.0,7897,16950214524.5,0.3650,0.1325,1882765.8,0.8772,79272.9,5418420.0,0.0388,0.2671,0.1758
3,2022,440,4400000.0,8039,12958545617.9,0.3664,0.1512,1392942.8,0.8641,67391.0,4054600.0,0.0407,0.2504,0.1707
4,2022,361,3610000.0,7998,10444490862.6,0.3617,0.2006,1030066.2,0.7888,62284.5,3326615.0,0.0198,0.1995,0.1195
6,2022,116,1160000.0,7645,2942100180.3,0.3318,0.1171,357144.3,0.9280,15662.7,1068940.0,0.0497,0.2753,0.1465
8,2022,67,670000.0,8042,2296605801.3,0.4262,0.1315,205776.4,0.7206,16578.1,617405.0,0.0337,0.1612,0.1828
12,2022,239,2390000.0,8072,8464071391.0,0.4387,0.1339,774351.3,0.7385,47391.9,2202385.0,0.0286,0.1863,0.2125
14,2022,142,1420000.0,7436,3981855961.4,0.3771,0.1177,458856.5,0.8569,20683.6,1308530.0,0.0647,0.2523,0.1786
19,2022,171,1710000.0,7620,4189216240.2,0.3215,0.1564,506931.6,0.9221,21626.8,1575765.0,0.0396,0.2886,0.1240
21,2022,126,1260000.0,8122,5433847289.7,0.5310,0.0687,442138.4,0.6609,31790.0,1161090.0,0.0264,0.1452,0.3737
24,2022,156,1560000.0,7935,3454771553.8,0.2791,0.2148,424066.7,0.9740,17710.0,1435145.9,0.0292,0.3149,0.0858
28,2022,134,1340000.0,8103,4393824522.7,0.4047,0.1091,440905.0,0.8131,22224.5,1234810.0,0.0428,0.2158,0.2152
32,2022,128,1280000.0,8037,3653503403.6,0.3551,0.1340,367981.4,0.8095,27571.8,1179520.0,0.0233,0.2048,0.1249
34,2022,125,1250000.0,8303,6633894041.0,0.6392,0.0738,414383.1,0.5186,55529.9,1151875.0,0.0228,0.0942,0.5084
35,2022,95,950000.0,8061,2925740390.1,0.3821,0.1470,270927.6,0.7465,21999.9,875425.0,0.0263,0.1764,0.1218
37,2022,113,1130000.0,7921,2605737995.7,0.2911,0.1313,303956.7,0.9240,17223.3,1040120.5,0.0369,0.2782,0.0870
38,2022,115,1150000.0,8163,3695756764.9,0.3937,0.1410,368400.2,0.8137,22246.8,1059725.0,0.0359,0.2173,0.1866
39,2022,26,260000.0,7532,1031901602.2,0.5269,0.0599,96784.3,0.7064,4331.9,239590.0,0.0378,0.2061,0.4104
41,2022,35,350000.0,8024,1363197617.7,0.4854,0.0726,120322.4,0.7082,7601.3,322525.0,0.0350,0.1781,0.2980
42,2022,80,800000.0,7941,4107092520.7,0.6465,0.0141,281052.2,0.5434,18838.7,737200.0,0.0271,0.1307,0.5705
44,2022,49,490000.0,7662,1413264676.0,0.3764,0.0786,158669.8,0.8602,8928.3,451535.0,0.0573,0.2471,0.1879
45,2022,103,1030000.0,8303,5425884147.6,0.6345,0.0806,344275.6,0.5268,42774.4,949145.0,0.0201,0.0980,0.5081
46,2022,98,980000.0,8363,5602061726.5,0.6835,0.0408,311047.6,0.4643,57021.4,903070.0,0.0261,0.0743,0.5796
47,2022,40,400000.0,8077,1387368839.6,0.4294,0.0914,126147.7,0.7344,8214.9,368600.0,0.0401,0.1840,0.1862
50,2022,100,1000000.0,7532,2502772407.1,0.3323,0.1242,300469.1,0.9043,13154.4,921500.0,0.0470,0.2799,0.1289
52,2022,76,760000.0,8293,3897087593.2,0.6183,0.0713,250289.3,0.5326,33229.4,700340.0,0.0260,0.0983,0.4621
57,2022,76,760000.0,7238,674004308.8,0.1225,0.4525,107577.4,1.1553,4128.1,313371.8,0.0064,0.5710,0.0036
62,2022,16,160000.0,7679,632636530.4,0.5149,0.0333,57967.4,0.7036,3042.8,147440.0,0.0352,0.1960,0.3728
63,2022,75,750000.0,7837,1852246273.8,0.3151,0.1697,223017.7,0.9436,8931.2,691125.0,0.0576,0.2835,0.1273
64,2022,74,740000.0,6938,868703752.4,0.1692,0.1034,126866.0,1.0132,7538.5,393060.3,0.0130,0.4454,0.0072
66,2022,74,740000.0,7948,1889822482.4,0.3213,0.1816,218774.2,0.9201,9145.6,681910.0,0.0638,0.2862,0.1195
70,2022,70,700000.0,7535,1568771226.0,0.2974,0.1558,203854.5,0.9791,8756.2,645050.0,0.0414,0.3082,0.1176
71,2022,66,660000.0,7321,2696481091.2,0.5581,0.0704,234165.2,0.6358,13502.1,608190.0,0.0168,0.1571,0.4161
72,2022,68,680000.0,8061,2098202858.1,0.3828,0.1454,193121.5,0.7419,15842.1,626620.0,0.0277,0.1750,0.1202
74,2022,62,620000.0,8076,2361123940.1,0.4716,0.0732,212540.3,0.7270,13745.5,571330.0,0.0349,0.1845,0.2777
76,2022,61,610000.0,7508,1538882383.3,0.3360,0.0679,187299.2,0.9138,9963.1,562115.0,0.0602,0.2793,0.1433
78,2022,60,600000.0,7456,1529139454.7,0.3418,0.1396,187216.9,0.9129,6851.6,552900.0,0.0703,0.2881,0.1473
81,2022,59,590000.0,8260,2874432097.0,0.5898,0.0814,197465.1,0.5674,22004.7,543685.0,0.0218,0.1127,0.4220
82,2022,58,580000.0,7953,1774464336.5,0.3847,0.0982,188709.3,0.8458,9059.2,534470.0,0.0425,0.2436,0.1921
86,2022,56,560000.0,7248,957217656.8,0.2358,0.0478,133241.5,1.0089,7342.5,443896.5,0.0138,0.3746,0.0451
88,2022,55,550000.0,7489,1276450783.0,0.3099,0.1195,159080.1,0.9333,7052.8,506825.0,0.0489,0.2902,0.1103
89,2022,55,550000.0,8154,1712065848.8,0.3818,0.1408,174375.0,0.8305,10569.5,506825.0,0.0359,0.2185,0.1787
90,2022,55,550000.0,7953,1550088697.4,0.3544,0.1378,152257.5,0.7812,10842.2,505286.7,0.0264,0.2065,0.0951
91,2022,55,550000.0,7996,1445244314.0,0.3286,0.1441,162103.7,0.8969,8521.9,506825.0,0.0404,0.2618,0.1252
92,2022,54,540000.0,8137,1819130760.5,0.4140,0.1204,174842.0,0.7821,13074.4,497610.0,0.0397,0.1986,0.2035
94,2022,50,500000.0,7422,1234853229.5,0.3328,0.1140,157758.7,0.9482,5670.5,460750.0,0.0558,0.3076,0.1510
97,2022,47,470000.0,8011,1196789271.0,0.3179,0.1867,133223.9,0.8918,7308.7,433105.0,0.0407,0.2623,0.1064
98,2022,48,480000.0,7319,851265783.6,0.2423,0.1523,117671.5,1.0117,5131.5,413722.8,0.0268,0.3451,0.0570
101,2022,47,470000.0,8260,2393858254.1,0.6166,0.0396,155870.7,0.5378,20322.4,433105.0,0.0213,0.1040,0.4700
103,2022,41,410000.0,7855,1420081440.1,0.4409,0.1181,134570.8,0.7444,8030.9,377815.0,0.0318,0.1857,0.2276
107,2022,39,390000.0,7248,625822306.4,0.2214,0.1061,88441.0,1.0243,4212.9,288696.7,0.0127,0.3887,0.0379
108,2022,38,380000.0,7422,982967959.0,0.3485,0.0720,121832.5,0.9199,4961.4,350170.0,0.0571,0.2877,0.1672
109,2022,38,380000.0,8063,1116504818.4,0.3644,0.0879,118026.3,0.8523,6624.5,350170.0,0.0366,0.2307,0.1626
110,2022,2,20000.0,7776,62699527.9,0.4032,0.0020,6384.9,0.7919,487.9,18430.0,0.0289,0.2191,0.1860
111,2022,36,360000.0,7953,1036897744.5,0.3622,0.1189,100811.2,0.7732,6839.0,331716.7,0.0308,0.2023,0.0996
112,2022,36,360000.0,7379,654995602.9,0.2466,0.0340,88269.3,0.9944,4156.7,296978.0,0.0144,0.3475,0.0491
115,2022,35,350000.0,7400,608659906.8,0.2350,0.1351,81803.3,0.9946,4424.0,274764.1,0.0150,0.3492,0.0389
118,2022,32,320000.0,8093,970215955.9,0.3746,0.0876,98791.1,0.8241,6592.7,294880.0,0.0412,0.2211,0.1614
119,2022,22,220000.0,7844,669002259.9,0.3877,0.1134,68431.2,0.8024,4342.7,202730.0,0.0275,0.2135,0.1638
120,2022,32,320000.0,7924,793300438.7,0.3129,0.1152,80528.8,0.8044,6905.8,287917.4,0.0299,0.2155,0.0680
124,2022,29,290000.0,8218,1374285513.6,0.5767,0.0660,98291.3,0.5878,9816.7,267235.0,0.0221,0.1218,0.4098
126,2022,25,250000.0,7646,564856676.7,0.2955,0.1133,68967.7,0.9336,3346.7,229287.3,0.0171,0.2949,0.0850
130,2022,26,260000.0,7238,383737457.2,0.2039,0.0888,54269.4,1.0236,2733.4,176765.0,0.0127,0.3956,0.0276
131,2022,25,250000.0,7532,633068563.1,0.3362,0.1139,75385.5,0.8969,3757.0,230375.0,0.0579,0.2770,0.1341
133,2022,17,170000.0,7263,295434909.0,0.2393,0.0765,40583.8,0.9977,1749.5,137242.2,0.0103,0.3591,0.0468
135,2022,23,230000.0,6909,424441089.1,0.2671,0.1397,65149.9,1.0605,2113.6,211841.5,0.0431,0.3791,0.0939
139,2022,20,200000.0,7503,535029028.6,0.3565,0.1051,66604.0,0.9340,2449.4,184300.0,0.0589,0.3032,0.1913
141,2022,18,180000.0,7379,324770167.5,0.2445,0.0420,43862.5,0.9966,2225.6,148044.2,0.0145,0.3488,0.0481
143,2022,8,80000.0,7415,180494123.2,0.3043,0.0053,22447.6,0.9222,1122.6,73720.0,0.0190,0.3044,0.0920
147,2022,12,120000.0,7543,285801191.7,0.3157,0.0445,35711.6,0.9425,2096.3,110580.0,0.0618,0.2921,0.1305
159,2022,7,70000.0,7477,141267368.2,0.2699,0.0374,18187.1,0.9626,989.9,62956.3,0.0161,0.3259,0.0658
165,2022,4,40000.0,7401,84898183.7,0.2868,0.0635,11209.4,0.9772,647.4,36860.0,0.0488,0.3151,0.1015
166,2022,4,40000.0,7366,118501801.7,0.4022,0.0236,13452.4,0.8362,710.0,36860.0,0.0657,0.2444,0.2232
168,2022,3,30000.0,7344,58965796.3,0.2676,0.0432,8033.5,1.0006,450.8,27645.0,0.0462,0.3295,0.0829
169,2022,3,30000.0,7489,76073103.3,0.3386,0.0380,8874.8,0.8737,553.7,27645.0,0.0479,0.2544,0.1247
0,2023,928,9280000.0,7796,27020104275.3,0.3735,0.1319,2996681.1,0.8646,136669.2,8551520.0,0.0436,0.2447,0.1843
1,2023,588,5880000.0,7738,17486466064.7,0.3843,0.1275,1950126.0,0.8630,84373.0,5418420.0,0.0452,0.2548,0.2015
3,2023,440,4400000.0,7800,12912420847.2,0.3762,0.1441,1431779.4,0.8649,59643.4,4054600.0,0.0447,0.2467,0.1876
4,2023,362,3620000.0,7941,9666971697.1,0.3363,0.2057,1042106.4,0.8560,48924.0,3335792.2,0.0181,0.2344,0.1141
6,2023,239,2390000.0,7526,6481047385.7,0.3603,0.1048,771682.5,0.8961,34112.9,2202385.0,0.0441,0.2596,0.1844
8,2023,204,2040000.0,8015,6524192585.4,0.3990,0.1325,636079.5,0.7814,39931.0,1879860.0,0.0203,0.1993,0.1714
12,2023,244,2440000.0,7880,7195127075.8,0.3742,0.1466,771794.0,0.8453,39318.5,2248460.0,0.0214,0.2385,0.1718
14,2023,142,1420000.0,7411,4068373246.1,0.3866,0.1129,467649.9,0.8519,21026.9,1308530.0,0.0553,0.2552,0.1950
19,2023,171,1710000.0,7675,4446440597.8,0.3388,0.1475,537123.5,0.9271,21377.4,1575765.0,0.0392,0.2937,0.1528
21,2023,162,1620000.0,7757,5795241014.5,0.4612,0.0815,575664.4,0.7705,24483.1,1492830.0,0.0327,0.2215,0.2999
24,2023,156,1560000.0,7782,3518618563.4,0.2898,0.2026,447082.8,0.9888,16545.7,1437444.5,0.0305,0.3177,0.1058
28,2023,134,1340000.0,7872,4325964346.4,0.4101,0.1110,447342.8,0.8140,20999.4,1234810.0,0.0506,0.2303,0.2177
32,2023,128,1280000.0,7953,3240120853.5,0.3183,0.1448,349210.0,0.8571,20156.2,1179204.3,0.0214,0.2420,0.0930
34,2023,125,1250000.0,8070,5990816623.3,0.5939,0.0818,433079.8,0.5834,29331.0,1151875.0,0.0213,0.1342,0.4501
35,2023,97,970000.0,8008,2939478125.9,0.3784,0.1355,295162.5,0.8041,19869.9,893855.0,0.0229,0.2133,0.1546
37,2023,113,1130000.0,7830,2535393571.6,0.2866,0.1291,307752.7,0.9504,17687.7,1039411.1,0.0308,0.2849,0.0866
38,2023,115,1150000.0,7989,3589571133.8,0.3907,0.1426,371230.0,0.8262,19922.4,1059725.0,0.0371,0.2243,0.1889
39,2023,73,730000.0,7084,2437412177.1,0.4713,0.0708,266816.4,0.7755,8400.1,672695.0,0.0363,0.2319,0.3329
41,2023,88,880000.0,7738,2930724810.9,0.4304,0.0890,298731.7,0.7887,13503.7,810920.0,0.0367,0.2202,0.2468
42,2023,107,1070000.0,7586,4935954188.1,0.6081,0.0283,381390.5,0.5862,23224.8,986005.0,0.0294,0.1454,0.5017
44,2023,108,1080000.0,7608,3167864220.0,0.3855,0.0938,352711.0,0.8471,15737.1,995220.0,0.0561,0.2355,0.1981
45,2023,105,1050000.0,8070,4961204524.2,0.5855,0.0948,365797.9,0.5950,21659.7,967575.0,0.0193,0.1398,0.4380
46,2023,105,1050000.0,8166,5313762477.6,0.6197,0.0537,353351.2,0.5430,33587.1,967575.0,0.0185,0.1111,0.4825
47,2023,104,1040000.0,7774,3005084673.7,0.3717,0.1155,315930.9,0.8173,18135.1,958360.0,0.0351,0.2211,0.1478
50,2023,100,1000000.0,7648,2708725471.0,0.3542,0.1137,322611.3,0.9109,11138.4,921500.0,0.0463,0.2884,0.1715
52,2023,80,800000.0,8073,3549063091.3,0.5495,0.0853,272403.7,0.6196,21368.9,737200.0,0.0207,0.1315,0.3668
56,2023,9,90000.0,7224,232920523.1,0.3583,0.0687,29489.4,0.9146,1338.8,82935.0,0.0240,0.2950,0.1773
57,2023,79,790000.0,7756,815971960.2,0.1332,0.4587,102729.4,0.9765,6698.7,320509.2,0.0054,0.5009,0.0008
62,2023,35,350000.0,7233,1144230929.6,0.4520,0.0609,124569.3,0.7874,5359.2,322525.0,0.0312,0.2151,0.2992
63,2023,75,750000.0,7744,1939235812.3,0.3339,0.1609,230818.3,0.9217,9191.4,691125.0,0.0644,0.2772,0.1440
64,2023,75,750000.0,7366,1001764998.8,0.1813,0.1055,123390.1,0.9073,9326.5,390437.3,0.0168,0.3773,0.0048
66,2023,74,740000.0,7794,1833956804.6,0.3180,0.1653,221074.0,0.9395,9637.5,681910.0,0.0599,0.2883,0.1252
70,2023,70,700000.0,7460,1697901841.4,0.3251,0.1443,216378.3,0.9507,9064.8,645050.0,0.0398,0.2953,0.1457
71,2023,69,690000.0,6772,2440721087.7,0.5223,0.0759,251139.8,0.6968,9824.1,635835.0,0.0207,0.2022,0.3799
72,2023,68,680000.0,8008,2069167593.6,0.3800,0.1319,207707.3,0.8039,13277.5,626620.0,0.0242,0.2119,0.1558
74,2023,62,620000.0,7834,2154169527.2,0.4435,0.0728,215868.7,0.7850,9048.1,571330.0,0.0355,0.2124,0.2691
76,2023,61,610000.0,7517,1625741145.0,0.3545,0.0641,192238.6,0.8889,9961.4,562115.0,0.0600,0.2587,0.1616
78,2023,60,600000.0,7416,1566806578.9,0.3521,0.1348,189883.7,0.8988,7220.3,552900.0,0.0623,0.2820,0.1575
79,2023,41,410000.0,7587,1164311644.4,0.3743,0.0765,133908.6,0.8726,6244.6,377815.0,0.0618,0.2565,0.1914
81,2023,59,590000.0,7983,2517135222.6,0.5344,0.0919,202049.7,0.6408,13609.7,543685.0,0.0214,0.1464,0.3502
82,2023,58,580000.0,7756,1800237040.2,0.4002,0.0986,193848.5,0.8352,9459.3,534470.0,0.0500,0.2398,0.2133
85,2023,54,540000.0,7566,1644099734.5,0.4024,0.1154,181976.8,0.8374,6724.2,497610.0,0.0338,0.2557,0.2168
86,2023,56,560000.0,7757,1106317070.9,0.2547,0.0657,130103.3,0.9122,9020.6,443665.5,0.0169,0.3027,0.0427
88,2023,55,550000.0,7556,1408213941.7,0.3389,0.1076,172166.0,0.9238,7284.2,506825.0,0.0495,0.2957,0.1484
89,2023,55,550000.0,7979,1678209158.6,0.3824,0.1402,175826.7,0.8360,9954.6,506825.0,0.0384,0.2287,0.1797
90,2023,55,550000.0,7709,1290821946.3,0.3044,0.1457,148606.0,0.8875,8498.3,503895.9,0.0189,0.2646,0.0841
91,2023,55,550000.0,7889,1195202504.4,0.2755,0.1875,145455.8,0.9601,6775.5,506825.0,0.0379,0.3136,0.0778
92,2023,54,540000.0,7991,1764390466.1,0.4089,0.1119,176303.2,0.7985,10770.7,497610.0,0.0390,0.2092,0.2030
94,2023,50,500000.0,7519,1312918533.7,0.3492,0.1123,160085.8,0.9168,6464.0,460750.0,0.0595,0.2897,0.1668
97,2023,47,470000.0,7872,1018670767.7,0.2753,0.2056,120280.0,0.9295,6633.9,426801.0,0.0335,0.2835,0.0686
98,2023,48,480000.0,7352,958585545.2,0.2716,0.1453,129863.1,0.9960,5060.7,437780.5,0.0340,0.3531,0.0781
101,2023,47,470000.0,7983,2108797979.0,0.5620,0.0450,160916.9,0.6092,12602.1,433105.0,0.0222,0.1343,0.3938
103,2023,41,410000.0,7566,1251825152.3,0.4035,0.1129,138365.7,0.8363,5086.5,377815.0,0.0321,0.2565,0.2174
104,2023,24,240000.0,7893,747986618.4,0.3949,0.0917,75463.4,0.7963,5006.8,221160.0,0.0416,0.2041,0.1822
105,2023,40,400000.0,7227,958436956.1,0.3315,0.1423,119932.6,0.9043,4208.1,368600.0,0.0255,0.2873,0.1212
107,2023,39,390000.0,7757,727849728.2,0.2406,0.1174,85851.5,0.9150,5417.0,287640.8,0.0152,0.3118,0.0303
108,2023,38,380000.0,7519,1044554914.1,0.3656,0.0707,122967.0,0.8852,5839.2,350170.0,0.0592,0.2681,0.1825
109,2023,38,380000.0,7842,1090757589.1,0.3660,0.0917,120227.8,0.8644,6290.2,350170.0,0.0409,0.2418,0.1697
110,2023,38,380000.0,7501,998719565.9,0.3504,0.0990,118747.9,0.8919,5003.4,350170.0,0.0245,0.2732,0.1532
111,2023,36,360000.0,7709,865086367.5,0.3117,0.1253,98913.4,0.8814,5150.6,331085.8,0.0209,0.2622,0.0896
112,2023,36,360000.0,7920,777975582.1,0.2729,0.0401,88011.5,0.8960,6106.7,301350.3,0.0194,0.2779,0.0519
114,2023,34,340000.0,7816,1148112281.7,0.4320,0.0836,114956.0,0.7826,6643.7,313310.0,0.0635,0.2167,0.2412
115,2023,35,350000.0,7902,726051366.3,0.2625,0.1268,82463.4,0.8975,5979.3,279772.7,0.0228,0.2913,0.0407
118,2023,32,320000.0,7941,945680540.6,0.3722,0.0828,99706.3,0.8372,6318.5,294880.0,0.0411,0.2233,0.1672
119,2023,22,220000.0,7175,558853977.8,0.3540,0.1190,67782.5,0.8702,2925.9,202730.0,0.0268,0.2651,0.1399
120,2023,32,320000.0,7947,791039972.2,0.3111,0.1229,85808.7,0.8621,5231.2,289950.8,0.0274,0.2432,0.0828
124,2023,29,290000.0,7915,1216512666.2,0.5300,0.0744,100217.4,0.6520,6055.7,267235.0,0.0212,0.1653,0.3487
125,2023,23,230000.0,7817,1045841865.1,0.5817,0.0473,81429.4,0.6086,5335.8,211945.0,0.0255,0.1452,0.4458
126,2023,26,260000.0,8076,716626101.5,0.3413,0.1191,72545.3,0.8175,5040.2,239590.0,0.0254,0.2183,0.1020
130,2023,26,260000.0,7756,449271464.1,0.2228,0.0944,51970.6,0.8972,3817.9,169454.4,0.0186,0.3187,0.0165
131,2023,25,250000.0,7648,681169450.8,0.3563,0.1085,80855.3,0.9078,3067.7,230375.0,0.0541,0.2860,0.1736
133,2023,20,200000.0,7710,396849802.4,0.2574,0.1048,46595.6,0.9053,2700.5,160587.7,0.0134,0.2938,0.0444
135,2023,23,230000.0,7002,412163722.2,0.2559,0.1507,63992.5,1.0871,2188.2,210911.3,0.0444,0.3949,0.0895
139,2023,20,200000.0,7056,500693608.1,0.3548,0.1076,66533.0,0.9376,2121.6,184300.0,0.0723,0.3118,0.1885
141,2023,18,180000.0,7920,392903610.0,0.2756,0.0304,44010.9,0.8872,3325.8,151573.4,0.0203,0.2745,0.0527
143,2023,13,130000.0,7761,336291693.8,0.3333,0.0087,36235.9,0.8363,2464.3,119795.0,0.0229,0.2407,0.1019
147,2023,12,120000.0,7629,307433124.0,0.3358,0.0328,36735.1,0.9116,2134.3,110580.0,0.0633,0.2730,0.1475
159,2023,7,70000.0,7953,168102694.8,0.3020,0.0503,18117.3,0.8571,1469.5,62913.6,0.0235,0.2512,0.0697
165,2023,4,40000.0,7452,91166821.0,0.3058,0.0526,11527.7,0.9423,657.2,36860.0,0.0487,0.2895,0.1135
166,2023,4,40000.0,7389,112776469.0,0.3816,0.0246,13124.3,0.8599,785.5,36860.0,0.0629,0.2498,0.1983
168,2023,3,30000.0,7397,62510306.8,0.2817,0.0381,8188.9,0.9690,509.2,27645.0,0.0460,0.3132,0.0876
169,2023,3,30000.0,7556,83495052.6,0.3683,0.0299,9588.1,0.8677,566.0,27645.0,0.0478,0.2585,0.1713
145,2023,14,140000.0,6891,263413708.2,0.2730,0.0936,40267.7,1.0534,1422.7,129010.0,0.0446,0.3769,0.1000
0,2024,928,9280000.0,7949,28901865926.4,0.3918,0.1293,2993688.9,0.8234,164462.3,8551520.0,0.0457,0.2223,0.1947
1,2024,588,5880000.0,7920,17686934893.0,0.3798,0.1325,1895316.6,0.8487,89874.5,5418420.0,0.0448,0.2390,0.1889
