farm_id,year,AEP_real_kWh,AEP_baseWD_kWh,Delta_AEP_WD_kWh,WakeLoss_real,WakeLoss_baseWD,Delta_WakeLoss_WD
16,2022,8207360960.0,8224376687.2,-17015727.2,0.0907,0.0889,0.0019
17,2022,6222513726.4,6292651961.0,-70138234.6,0.1777,0.1685,0.0093
18,2022,6685991920.4,6749999420.0,-64007499.5,0.1019,0.0933,0.0086
20,2022,7573497104.5,7625906056.4,-52408951.9,0.1172,0.1111,0.0061
22,2022,5629970606.6,5694753037.4,-64782430.8,0.1975,0.1882,0.0092
23,2022,3277608065.3,3288443149.1,-10835083.8,0.1177,0.1148,0.0029
25,2022,6346737461.5,6286199043.0,60538418.5,0.1030,0.1115,-0.0086
26,2022,5649047843.0,5741430134.2,-92382291.1,0.1086,0.0940,0.0146
27,2022,6600291958.4,6578155540.3,22136418.1,0.1033,0.1063,-0.0030
29,2022,5297256095.3,5258817477.2,38438618.1,0.1334,0.1397,-0.0063
30,2022,4842695706.9,4923421751.4,-80726044.5,0.1708,0.1569,0.0138
31,2022,2190021259.9,2166430878.6,23590381.3,0.1923,0.2010,-0.0087
36,2022,3924123161.0,3956135839.2,-32012678.3,0.1791,0.1724,0.0067
40,2022,3825928232.7,3829132444.0,-3204211.3,0.0279,0.0271,0.0008
43,2022,4718287198.4,4740236739.7,-21949541.3,0.0839,0.0797,0.0043
48,2022,4358493630.4,4359479624.0,-985993.6,0.0788,0.0786,0.0002
49,2022,3472423755.8,3577249103.6,-104825347.9,0.2235,0.2001,0.0234
51,2022,3787124003.9,3790999828.8,-3875824.8,0.1140,0.1131,0.0009
53,2022,3998564413.4,4015911323.7,-17346910.3,0.0663,0.0622,0.0041
54,2022,3140471367.8,3175195177.3,-34723809.5,0.1831,0.1740,0.0090
55,2022,3553329838.8,3575144573.9,-21814735.0,0.1539,0.1487,0.0052
58,2022,2369265468.7,2364469787.3,4795681.4,0.1329,0.1347,-0.0018
59,2022,3435521925.4,3556074213.1,-120552287.7,0.1786,0.1497,0.0288
60,2022,3946980172.7,3937155758.4,9824414.4,0.0655,0.0678,-0.0023
61,2022,3629756675.1,3619775003.1,9981672.0,0.1270,0.1294,-0.0024
65,2022,3221977445.2,3229507213.8,-7529768.6,0.1327,0.1307,0.0020
67,2022,2660277401.0,2626655285.0,33622116.0,0.2076,0.2176,-0.0100
68,2022,3551409751.5,3425120863.5,126288888.0,0.0648,0.0981,-0.0333
73,2022,2910405002.6,2912912790.8,-2507788.2,0.0904,0.0896,0.0008
80,2022,2659453935.3,2656680410.9,2773524.5,0.0663,0.0672,-0.0010
83,2022,1739220884.4,1875616136.6,-136395252.2,0.2370,0.1772,0.0598
84,2022,1983206397.2,2015166199.0,-31959801.7,0.1185,0.1043,0.0142
87,2022,2318613348.6,2338491902.7,-19878554.0,0.0930,0.0852,0.0078
93,2022,99248651.2,99279583.9,-30932.7,0.0004,0.0001,0.0003
96,2022,1636389057.5,1613212659.6,23176397.9,0.1844,0.1960,-0.0116
99,2022,1173767965.0,1201734090.6,-27966125.6,0.3390,0.3232,0.0158
100,2022,1546096059.8,1547120041.0,-1023981.2,0.1214,0.1208,0.0006
102,2022,1360203839.6,1338672262.1,21531577.5,0.1762,0.1893,-0.0130
113,2022,1297581603.1,1314298754.3,-16717151.2,0.1135,0.1021,0.0114
116,2022,1486190450.8,1449393743.9,36796706.9,0.0767,0.0996,-0.0229
121,2022,1254124757.1,1178630480.0,75494277.1,0.1227,0.1755,-0.0528
122,2022,1067969768.8,1066764336.8,1205432.1,0.1844,0.1853,-0.0009
123,2022,1098164244.1,1127265830.2,-29101586.1,0.1404,0.1176,0.0228
127,2022,406918949.4,409972767.5,-3053818.1,0.0306,0.0233,0.0073
128,2022,965197500.8,942663752.0,22533748.7,0.1787,0.1978,-0.0192
137,2022,757179287.8,766752666.2,-9573378.5,0.0973,0.0859,0.0114
142,2022,648668009.7,644016545.9,4651463.8,0.1310,0.1372,-0.0062
144,2022,651251400.6,646372924.4,4878476.2,0.0547,0.0618,-0.0071
148,2022,384657653.7,386784841.0,-2127187.3,0.0879,0.0828,0.0050
149,2022,329739628.6,322563108.3,7176520.3,0.0599,0.0804,-0.0205
150,2022,440063831.1,439286950.5,776880.6,0.0663,0.0680,-0.0016
152,2022,441619160.0,440630242.2,988917.8,0.0494,0.0515,-0.0021
153,2022,323385075.5,314581253.1,8803822.4,0.1709,0.1935,-0.0226
154,2022,430118855.0,428178513.5,1940341.5,0.0411,0.0454,-0.0043
155,2022,143994805.1,142120941.2,1873863.9,0.1261,0.1375,-0.0114
157,2022,267460967.8,263755336.5,3705631.3,0.0637,0.0766,-0.0130
158,2022,278128717.9,271610825.5,6517892.4,0.0385,0.0610,-0.0225
161,2022,248543955.7,249846516.8,-1302561.1,0.0182,0.0130,0.0051
162,2022,204215623.4,204222656.6,-7033.1,0.0198,0.0198,0.0000
163,2022,190671816.9,189985603.4,686213.5,0.0785,0.0819,-0.0033
164,2022,258449090.3,259073060.1,-623969.9,0.0171,0.0148,0.0024
170,2022,96446978.8,96445223.6,1755.1,0.0063,0.0063,-0.0000
2,2023,24802794974.8,24739390768.3,63404206.5,0.1372,0.1394,-0.0022
5,2023,15548645831.1,15429289392.5,119356438.5,0.0618,0.0690,-0.0072
7,2023,12086749101.2,12405649068.1,-318899966.9,0.1361,0.1133,0.0228
9,2023,10589441548.0,10682920479.6,-93478931.6,0.1485,0.1410,0.0075
10,2023,7952665984.1,7985938306.4,-33272322.4,0.0724,0.0685,0.0039
11,2023,10447947678.2,10533408063.5,-85460385.4,0.1375,0.1304,0.0071
13,2023,7273493089.6,7195211597.1,78281492.5,0.1938,0.2025,-0.0087
15,2023,8078779562.4,8071410073.2,7369489.2,0.0805,0.0813,-0.0008
16,2023,7994612857.4,8033031390.7,-38418533.3,0.0941,0.0897,0.0044
17,2023,6905304111.2,7008046118.7,-102742007.4,0.1653,0.1529,0.0124
18,2023,6693505503.4,6767456480.2,-73950976.8,0.1008,0.0909,0.0099
20,2023,7263598380.2,7308637893.7,-45039513.6,0.1215,0.1161,0.0054
22,2023,5992728731.1,6001422589.6,-8693858.5,0.1801,0.1789,0.0012
23,2023,3269995786.0,3274899561.8,-4903775.7,0.1165,0.1152,0.0013
25,2023,6739950370.6,6698415374.3,41534996.3,0.1022,0.1077,-0.0055
26,2023,6227960741.4,6306892331.9,-78931590.6,0.0952,0.0837,0.0115
27,2023,6161486197.6,6152999350.4,8486847.2,0.1067,0.1079,-0.0012
29,2023,5648458374.8,5601758887.4,46699487.4,0.1249,0.1321,-0.0072
30,2023,4873073201.6,4946646430.9,-73573229.4,0.1652,0.1526,0.0126
31,2023,5606198399.9,5579113831.5,27084568.3,0.1110,0.1153,-0.0043
36,2023,4481471292.4,4538198761.9,-56727469.5,0.1679,0.1574,0.0105
40,2023,5128265861.1,5150659265.1,-22393404.0,0.0524,0.0482,0.0041
43,2023,4695071906.7,4718964945.4,-23893038.6,0.0873,0.0826,0.0046
48,2023,4780883125.9,4745884032.0,34999093.9,0.0677,0.0746,-0.0068
49,2023,3983544131.9,4056164873.4,-72620741.5,0.1920,0.1773,0.0147
51,2023,3808624144.7,3796967118.7,11657026.0,0.1091,0.1118,-0.0027
53,2023,3964886495.3,3972245699.3,-7359204.1,0.0652,0.0635,0.0017
54,2023,3424339428.3,3473836969.1,-49497540.8,0.1706,0.1586,0.0120
55,2023,3593059611.3,3601738126.9,-8678515.5,0.1462,0.1441,0.0021
58,2023,2655704450.2,2663629142.0,-7924691.8,0.1209,0.1183,0.0026
59,2023,3229931638.8,3346483331.4,-116551692.6,0.1810,0.1515,0.0296
60,2023,3682829269.3,3678528816.0,4300453.3,0.0690,0.0701,-0.0011
61,2023,3437170778.3,3438781752.5,-1610974.2,0.1304,0.1300,0.0004
65,2023,3231560430.3,3229173803.6,2386626.6,0.1269,0.1275,-0.0006
67,2023,2579879141.9,2540516283.5,39362858.4,0.2080,0.2201,-0.0121
68,2023,3304649003.6,3198470214.0,106178789.6,0.0712,0.1010,-0.0298
69,2023,1917279012.4,1885465093.3,31813919.1,0.0681,0.0836,-0.0155
73,2023,2940822133.9,2929462271.7,11359862.2,0.0848,0.0884,-0.0035
75,2023,2411543020.1,2462354636.1,-50811615.9,0.0807,0.0613,0.0194
80,2023,2688156224.4,2684699373.8,3456850.6,0.0692,0.0704,-0.0012
83,2023,1652885341.5,1781803923.9,-128918582.4,0.2503,0.1918,0.0585
84,2023,1999560382.6,2037658106.7,-38097724.1,0.1231,0.1064,0.0167
87,2023,2577717951.6,2598625854.1,-20907902.5,0.0796,0.0721,0.0075
93,2023,1329514879.9,1320108523.7,9406356.2,0.0456,0.0523,-0.0068
95,2023,147266691.0,147207365.0,59326.0,0.0028,0.0032,-0.0004
96,2023,1815145312.7,1782434344.4,32710968.3,0.1738,0.1886,-0.0149
99,2023,1271474023.6,1301507828.2,-30033804.6,0.3126,0.2963,0.0162
100,2023,1718074086.3,1733642288.0,-15568201.7,0.1194,0.1114,0.0080
102,2023,1525916126.5,1500230863.8,25685262.7,0.1679,0.1819,-0.0140
113,2023,1484359090.8,1494446621.0,-10087530.2,0.0940,0.0878,0.0062
116,2023,1438704841.5,1404154959.8,34549881.6,0.0788,0.1009,-0.0221
121,2023,1286788169.6,1218483809.2,68304360.4,0.1198,0.1665,-0.0467
122,2023,1100390575.3,1100327381.9,63193.4,0.1791,0.1792,-0.0000
123,2023,1090506087.9,1117897600.1,-27391512.2,0.1447,0.1232,0.0215
127,2023,1267308749.8,1269272791.2,-1964041.3,0.0465,0.0450,0.0015
128,2023,884057717.1,864629916.7,19427800.4,0.1839,0.2018,-0.0179
129,2023,241172031.7,242085428.8,-913397.2,0.0077,0.0040,0.0038
134,2023,615283860.4,627921646.8,-12637786.4,0.1026,0.0841,0.0184
136,2023,1003061065.7,1009855286.6,-6794220.9,0.0167,0.0100,0.0067
137,2023,792908978.6,806534464.7,-13625486.1,0.0970,0.0815,0.0155
140,2023,948604776.1,955380012.1,-6775236.0,0.0179,0.0109,0.0070
142,2023,669577491.2,664091718.7,5485772.5,0.1240,0.1312,-0.0072
144,2023,688331431.3,682854644.4,5476787.0,0.0532,0.0607,-0.0075
148,2023,361756847.9,363175956.9,-1419109.0,0.0844,0.0808,0.0036
149,2023,348458928.2,341749870.8,6709057.4,0.0561,0.0743,-0.0182
150,2023,387624963.6,385256639.1,2368324.5,0.0720,0.0776,-0.0057
152,2023,414596267.8,414425035.1,171232.7,0.0501,0.0505,-0.0004
153,2023,325692966.2,318038878.6,7654087.7,0.1653,0.1849,-0.0196
154,2023,430353823.7,429602542.2,751281.5,0.0416,0.0433,-0.0017
155,2023,141457950.4,139773419.9,1684530.5,0.1253,0.1357,-0.0104
157,2023,270494359.1,270607072.0,-112712.9,0.0694,0.0690,0.0004
158,2023,287744191.0,280013045.1,7731145.9,0.0379,0.0638,-0.0258
161,2023,218750081.9,220308692.8,-1558610.9,0.0230,0.0160,0.0070
162,2023,183659153.3,183008013.4,651140.0,0.0179,0.0214,-0.0035
163,2023,199009846.4,197960993.6,1048852.7,0.0750,0.0799,-0.0049
164,2023,231380475.2,231617932.6,-237457.4,0.0189,0.0179,0.0010
167,2023,117850012.8,117448427.9,401584.9,0.0027,0.0061,-0.0034
170,2023,100352442.7,100701998.6,-349555.9,0.0093,0.0058,0.0035
2,2024,23268457495.5,23273265805.1,-4808309.6,0.1485,0.1483,0.0002
5,2024,16574088196.7,16465065128.5,109023068.2,0.0577,0.0639,-0.0062
7,2024,12457500176.2,12775179410.0,-317679233.8,0.1382,0.1163,0.0220
9,2024,10473253417.8,10567263640.7,-94010222.9,0.1457,0.1380,0.0077
10,2024,11829527081.4,11919230321.0,-89703239.6,0.0664,0.0593,0.0071
11,2024,10854701676.7,10965748470.4,-111046793.7,0.1386,0.1297,0.0088
13,2024,7078254948.0,7042824231.4,35430716.7,0.2004,0.2044,-0.0040
15,2024,7743289243.6,7730274601.0,13014642.6,0.0871,0.0887,-0.0015
16,2024,8389798983.5,8410158657.3,-20359673.8,0.0905,0.0883,0.0022
17,2024,6633315006.2,6673041339.4,-39726333.2,0.1618,0.1568,0.0050
18,2024,7961399103.3,8033819342.5,-72420239.3,0.1003,0.0921,0.0082
20,2024,7693237647.0,7740688205.1,-47450558.1,0.1157,0.1103,0.0055
22,2024,5918668303.6,5926733811.2,-8065507.7,0.1889,0.1878,0.0011
23,2024,7095018532.8,7110403933.7,-15385400.9,0.1113,0.1094,0.0019
25,2024,6692215287.8,6644921639.9,47293647.9,0.1017,0.1081,-0.0063
26,2024,6018339019.9,6104585860.6,-86246840.7,0.0989,0.0860,0.0129
27,2024,6441546027.6,6447711478.3,-6165450.7,0.1025,0.1016,0.0009
29,2024,5588764323.1,5552176625.3,36587697.8,0.1276,0.1333,-0.0057
30,2024,5073612339.3,5151217442.6,-77605103.3,0.1676,0.1548,0.0127
31,2024,5550063313.8,5513921057.9,36142255.9,0.1181,0.1238,-0.0057
36,2024,4032116089.7,4073584176.2,-41468086.5,0.1744,0.1659,0.0085
40,2024,5699383365.5,5717959910.5,-18576545.0,0.0430,0.0399,0.0031
43,2024,4797212745.4,4814286542.3,-17073796.9,0.0836,0.0803,0.0033
48,2024,4690557046.8,4667170671.9,23386375.0,0.0719,0.0765,-0.0046
49,2024,3708066039.3,3795113755.7,-87047716.5,0.2018,0.1830,0.0187
51,2024,3980916963.3,3972345715.3,8571248.0,0.1111,0.1131,-0.0019
53,2024,4171138582.0,4183092040.1,-11953458.2,0.0657,0.0630,0.0027
54,2024,3316172064.9,3366658605.2,-50486540.3,0.1866,0.1742,0.0124
55,2024,3770926285.6,3768364546.7,2561738.9,0.1489,0.1495,-0.0006
58,2024,2244859635.9,2241460411.6,3399224.4,0.1339,0.1352,-0.0013
59,2024,3397818853.3,3524933292.3,-127114439.1,0.1731,0.1422,0.0309
60,2024,3901848771.7,3906546730.8,-4697959.1,0.0666,0.0655,0.0011
61,2024,3636988085.6,3628785291.9,8202793.7,0.1232,0.1252,-0.0020
65,2024,3343112265.7,3338976964.5,4135301.2,0.1290,0.1301,-0.0011
67,2024,2721337347.1,2680451830.0,40885517.1,0.2052,0.2172,-0.0119
68,2024,3547565093.6,3421921406.8,125643686.8,0.0618,0.0951,-0.0332
69,2024,2641083245.4,2595350787.7,45732457.7,0.1086,0.1240,-0.0154
73,2024,3080662743.0,3077229356.0,3433387.0,0.0893,0.0903,-0.0010
75,2024,2049068991.0,2106647713.8,-57578722.8,0.0965,0.0711,0.0254
80,2024,2652335297.7,2651558621.3,776676.3,0.0685,0.0687,-0.0003
83,2024,1745010916.0,1873890930.3,-128880014.3,0.2378,0.1816,0.0563
84,2024,1954830297.7,1990942882.1,-36112584.4,0.1213,0.1050,0.0162
87,2024,2459155345.3,2481239331.6,-22083986.4,0.0837,0.0755,0.0082
93,2024,1776321768.3,1764334382.8,11987385.5,0.0442,0.0507,-0.0064
95,2024,2245566700.9,2237741424.3,7825276.6,0.0796,0.0829,-0.0032
96,2024,1732297301.0,1704110278.1,28187022.9,0.1765,0.1899,-0.0134
99,2024,1250505450.9,1275725858.7,-25220407.7,0.3239,0.3103,0.0136
100,2024,1631813110.8,1633558319.2,-1745208.3,0.1252,0.1242,0.0009
102,2024,1440702441.6,1417206572.1,23495869.5,0.1699,0.1834,-0.0135
113,2024,1425431633.9,1436603394.0,-11171760.1,0.1055,0.0985,0.0070
116,2024,1513348598.7,1480839742.5,32508856.2,0.0782,0.0980,-0.0198
121,2024,1297974049.5,1228102734.5,69871315.0,0.1279,0.1748,-0.0469
122,2024,1110258887.3,1114139906.6,-3881019.2,0.1870,0.1842,0.0028
123,2024,1085802448.1,1112132645.9,-26330197.9,0.1414,0.1206,0.0208
127,2024,1251784422.3,1258184943.8,-6400521.5,0.0499,0.0451,0.0049
128,2024,947882512.2,927555243.8,20327268.4,0.1745,0.1922,-0.0177
129,2024,1149798568.6,1152584538.7,-2785970.1,0.0130,0.0106,0.0024
134,2024,699356734.2,714535919.4,-15179185.2,0.1302,0.1113,0.0189
136,2024,1048838169.5,1059335341.4,-10497171.9,0.0188,0.0090,0.0098
137,2024,777899404.6,789704083.9,-11804679.3,0.0987,0.0851,0.0137
140,2024,984118378.3,997733426.6,-13615048.3,0.0238,0.0103,0.0135
142,2024,662789481.4,655346709.0,7442772.4,0.1337,0.1435,-0.0097
144,2024,690383924.2,688355250.2,2028674.0,0.0540,0.0568,-0.0028
148,2024,392854802.3,394873208.0,-2018405.7,0.0793,0.0746,0.0047
149,2024,345586390.2,338381837.1,7204553.1,0.0564,0.0761,-0.0197
150,2024,436456677.6,434529755.4,1926922.2,0.0664,0.0705,-0.0041
152,2024,435677154.5,433909409.9,1767744.6,0.0473,0.0512,-0.0039
153,2024,325648620.1,316060594.0,9588026.1,0.1714,0.1958,-0.0244
154,2024,435461367.0,435840657.7,-379290.7,0.0423,0.0415,0.0008
155,2024,132856103.2,131003904.9,1852198.3,0.1239,0.1361,-0.0122
157,2024,276998718.6,276204936.9,793781.7,0.0653,0.0680,-0.0027
158,2024,277800903.0,271262441.2,6538461.8,0.0403,0.0628,-0.0226
161,2024,244716369.9,246113214.2,-1396844.3,0.0199,0.0143,0.0056
162,2024,198528278.5,198164924.3,363354.2,0.0185,0.0203,-0.0018
163,2024,205115726.8,205159763.1,-44036.4,0.0711,0.0709,0.0002
164,2024,259400825.1,259217769.1,183056.0,0.0155,0.0162,-0.0007
167,2024,122837565.5,122332036.3,505529.2,0.0022,0.0063,-0.0041
170,2024,111067949.7,111182968.0,-115018.2,0.0067,0.0057,0.0010
160,2018,226536732.7,227796626.9,-1259894.2,0.0319,0.0266,0.0054
160,2019,222520519.4,222508444.8,12074.6,0.0272,0.0272,-0.0001
160,2020,223426201.6,225371355.6,-1945154.0,0.0349,0.0265,0.0084
160,2021,217486245.7,217445917.2,40328.5,0.0285,0.0287,-0.0002
160,2022,225397617.1,227681399.2,-2283782.2,0.0361,0.0263,0.0098
117,2023,304676789.8,307071381.7,-2394591.9,0.0111,0.0033,0.0078
146,2023,422425087.9,428390313.5,-5965225.6,0.0214,0.0076,0.0138
160,2023,208095619.0,207778674.3,316944.7,0.0277,0.0292,-0.0015
117,2024,1444985709.6,1473014083.8,-28028374.2,0.0312,0.0124,0.0188
138,2024,449362482.0,453012963.8,-3650481.8,0.0116,0.0035,0.0080
146,2024,529416221.4,537542792.4,-8126571.0,0.0236,0.0086,0.0150
156,2024,249591788.4,251648819.1,-2057030.8,0.0125,0.0044,0.0081
160,2024,216492911.2,217183864.5,-690953.3,0.0332,0.0301,0.0031
