farm_id,year,n_turb,layout_type,wake_model,country_x,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,precompute_time_s,farm_id_int,spacing_D,aspect_ratio,n_turbines,axis_deviation_abs,paradigm,country_y,density_bin,aspect_bin,size_bin,dev_bin,AEP_GWh
85,2023,54,real,gauss,China,1665753299.4599748,1858692051.7676969,0.4056717954146879,0.1038035064088366,17.714892300002248,85,1.5,2.29,28,69.9,C,China,密(<2.9D),狭长,小(<20),大偏差,1.6657532994599749
92,2020,54,real,gauss,China,1657568582.1491845,1968113566.37351,0.3776075099550271,0.1577881426814931,17.286737300000823,92,3.8,1.42,11,26.400000000000006,A,China,中(2.9-4.3D),中等,小(<20),小偏差,1.6575685821491846
92,2021,54,real,gauss,China,1649737488.8042595,1912170391.1990333,0.3794645911950803,0.1372434713991227,17.363406100001157,92,3.8,1.42,11,26.400000000000006,A,China,中(2.9-4.3D),中等,小(<20),小偏差,1.6497374888042595
92,2022,54,real,gauss,China,1743323874.537563,2068223631.252833,0.395877074854682,0.1570912119007462,16.837760899998102,92,3.8,1.42,11,26.400000000000006,A,China,中(2.9-4.3D),中等,小(<20),小偏差,1.743323874537563
92,2023,54,real,gauss,China,1698815504.8042002,1986893097.551164,0.3921658736632132,0.1449889745462492,17.085398799998075,92,3.8,1.42,11,26.400000000000006,A,China,中(2.9-4.3D),中等,小(<20),小偏差,1.6988155048042002
92,2024,54,real,gauss,China,1821036523.547133,2106235866.2879283,0.4068391673809406,0.1354071247696661,17.286053599997103,92,3.8,1.42,11,26.400000000000006,A,China,中(2.9-4.3D),中等,小(<20),小偏差,1.821036523547133
45,2019,55,real,gauss,China,2857165613.302165,3076499567.2580748,0.6323611162069751,0.0712933478977833,14.758787000002483,45,2.5,2.04,54,4.5,A,China,密(<2.9D),狭长,中(20-70),小偏差,2.8571656133021652
88,2017,55,real,gauss,China,1214134527.5700006,1423123337.7746468,0.2896624226288606,0.1468522120728089,14.770856700000875,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,1.2141345275700006
88,2018,55,real,gauss,China,1345498353.3116562,1549565326.5118575,0.3150090963668335,0.1316930430158536,17.69404840000061,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,1.3454983533116562
88,2019,55,real,gauss,China,1155815173.3106475,1337340913.5220983,0.2806841369429794,0.135736324504852,14.762802500001271,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,1.1558151733106474
88,2020,55,real,gauss,China,1133674378.8968928,1323080167.388876,0.2747202643541112,0.1431551867834124,14.746818900002836,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,1.1336743788968928
88,2021,55,real,gauss,China,1439171495.5146384,1683821339.6277194,0.3391672646001622,0.1452944195179111,14.981597599999075,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,1.4391714955146384
88,2022,55,real,gauss,China,1257038033.740764,1449901311.815042,0.3029591327824072,0.1330182106207245,14.876936000000567,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,1.2570380337407638
88,2023,55,real,gauss,China,1387333772.2693577,1578149973.965931,0.3314618975676401,0.1209113232863713,14.96916930000225,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,1.3873337722693577
88,2024,55,real,gauss,China,1363992887.4604006,1574148609.1804774,0.3234625105138671,0.1335043721377022,14.876117100000556,88,1.8,1.33,26,4.799999999999997,C,China,密(<2.9D),中等,小(<20),小偏差,1.3639928874604006
89,2019,55,real,gauss,China,1397990297.6248205,1655301624.609336,0.3186411609798216,0.1554467917865077,14.75604349999776,89,1.5,2.23,56,63.0,C,China,密(<2.9D),狭长,中(20-70),中偏差,1.3979902976248204
89,2020,55,real,gauss,China,1603835561.2808454,1889633763.562601,0.3595197456385482,0.15124528773392,14.974675400000706,89,1.5,2.23,56,63.0,C,China,密(<2.9D),狭长,中(20-70),中偏差,1.6038355612808455
89,2021,55,real,gauss,China,1610369938.9540057,1878950512.0132964,0.3661304668691681,0.1429418025339616,15.402754200000343,89,1.5,2.23,56,63.0,C,China,密(<2.9D),狭长,中(20-70),中偏差,1.6103699389540058
89,2022,55,real,gauss,China,1706950467.375655,1992776106.2627168,0.3793138968857703,0.1434308841764989,17.923244800000248,89,1.5,2.23,56,63.0,C,China,密(<2.9D),狭长,中(20-70),中偏差,1.706950467375655
89,2023,55,real,gauss,China,1668234625.7897084,1952032946.6939592,0.3778218566357993,0.1453860301819715,16.244584699998086,89,1.5,2.23,56,63.0,C,China,密(<2.9D),狭长,中(20-70),中偏差,1.6682346257897083
89,2024,55,real,gauss,China,1748213099.9789872,2032257551.8062117,0.38259139054996,0.1397679401288354,14.802480299997114,89,1.5,2.23,56,63.0,C,China,密(<2.9D),狭长,中(20-70),中偏差,1.748213099978987
90,2021,55,real,gauss,China,1338607455.5019174,1530316180.7349818,0.3098449060822678,0.1252739320452002,14.604985300000408,90,1.9,1.26,24,73.1,C,China,密(<2.9D),近方形,小(<20),大偏差,1.3386074555019174
90,2022,55,real,gauss,China,1578360404.1559446,1797936319.486116,0.3596623874388325,0.1221266364945173,14.881755700000213,90,1.9,1.26,24,73.1,C,China,密(<2.9D),近方形,小(<20),大偏差,1.5783604041559447
90,2023,55,real,gauss,China,1322629475.888224,1511157601.7555962,0.3100942443908854,0.1247574214948517,14.898655199998757,90,1.9,1.26,24,73.1,C,China,密(<2.9D),近方形,小(<20),大偏差,1.322629475888224
90,2024,55,real,gauss,China,1386686579.4443784,1586607893.6622443,0.3174576084440325,0.1260054957601421,14.79487419999714,90,1.9,1.26,24,73.1,C,China,密(<2.9D),近方形,小(<20),大偏差,1.3866865794443783
91,2021,55,real,gauss,China,1199234624.3929713,1453803834.668169,0.2783641758975363,0.175105612053433,14.426520200002416,91,1.9,863.13,16,50.0,C,China,密(<2.9D),狭长,小(<20),中偏差,1.1992346243929712
91,2022,55,real,gauss,China,1430554147.6797748,1688771628.3548107,0.3241938852344452,0.1529025454593819,13.74416790000032,91,1.9,863.13,16,50.0,C,China,密(<2.9D),狭长,小(<20),中偏差,1.4305541476797747
91,2023,55,real,gauss,China,1176360381.3568203,1471135922.650238,0.2699188613089854,0.2003727437790943,13.731957200001489,91,1.9,863.13,16,50.0,C,China,密(<2.9D),狭长,小(<20),中偏差,1.1763603813568204
91,2024,55,real,gauss,China,1390022806.4953446,1651938079.575838,0.3183817326313806,0.1585502969625498,13.595520700000634,91,1.9,863.13,16,50.0,C,China,密(<2.9D),狭长,小(<20),中偏差,1.3900228064953446
85,2024,56,real,gauss,China,1882209012.7800465,2097734131.105883,0.4229911304834522,0.1027418656778092,13.958210599997985,85,1.5,2.29,28,69.9,C,China,密(<2.9D),狭长,小(<20),大偏差,1.8822090127800464
86,2022,56,real,gauss,Vietnam,937315471.927563,1005546216.5234174,0.228908318988249,0.0678544093495333,13.883604400001786,86,1.5,1.12,82,16.0,A,Vietnam,密(<2.9D),近方形,中(20-70),小偏差,0.9373154719275629
86,2023,56,real,gauss,Vietnam,1079403680.5151792,1184240841.9105444,0.2474016907134558,0.0885268922377568,13.918128400000567,86,1.5,1.12,82,16.0,A,Vietnam,密(<2.9D),近方形,中(20-70),小偏差,1.0794036805151792
86,2024,56,real,gauss,Vietnam,1145774800.402711,1230920447.5141385,0.2633916618551177,0.0691723395150195,13.8398715000003,86,1.5,1.12,82,16.0,A,Vietnam,密(<2.9D),近方形,中(20-70),小偏差,1.1457748004027108
87,2017,56,real,gauss,United Kingdom,2363139800.1126685,2653980043.607244,0.5107591987655766,0.1095864470402235,14.138180699999792,87,1.7,1.5,39,68.19999999999999,C,United Kingdom,密(<2.9D),中等,中(20-70),大偏差,2.3631398001126684
87,2018,56,real,gauss,United Kingdom,2297835731.512269,2574203895.419297,0.5034079366931904,0.1073606346407972,13.993208899999445,87,1.7,1.5,39,68.19999999999999,C,United Kingdom,密(<2.9D),中等,中(20-70),大偏差,2.297835731512269
87,2019,56,real,gauss,United Kingdom,2320976243.610303,2604216236.782646,0.5050079730740098,0.1087620871000594,14.16225040000063,87,1.7,1.5,39,68.19999999999999,C,United Kingdom,密(<2.9D),中等,中(20-70),大偏差,2.320976243610303
87,2020,56,real,gauss,United Kingdom,2571120115.6520867,2819110735.144769,0.5546371008464964,0.0879676759061213,14.157506299998204,87,1.7,1.5,39,68.19999999999999,C,United Kingdom,密(<2.9D),中等,中(20-70),大偏差,2.5711201156520866
87,2021,56,real,gauss,United Kingdom,2295032019.00654,2587657261.2149944,0.491458383800417,0.1130850080474171,14.146697000000133,87,1.7,1.5,39,68.19999999999999,C,United Kingdom,密(<2.9D),中等,中(20-70),大偏差,2.29503201900654
87,2022,56,real,gauss,United Kingdom,2276782288.810594,2556319051.758024,0.4972095705748253,0.1093512809972556,13.989428199998656,87,1.7,1.5,39,68.19999999999999,C,United Kingdom,密(<2.9D),中等,中(20-70),大偏差,2.276782288810594
87,2023,56,real,gauss,United Kingdom,2533601947.757852,2800599577.73757,0.5425457719660313,0.0953358816812394,14.212388300002203,87,1.7,1.5,39,68.19999999999999,C,United Kingdom,密(<2.9D),中等,中(20-70),大偏差,2.533601947757852
87,2024,56,real,gauss,United Kingdom,2412640492.9442987,2683986236.650477,0.5243138121630024,0.1010980384328678,13.937020700002904,87,1.7,1.5,39,68.19999999999999,C,United Kingdom,密(<2.9D),中等,中(20-70),大偏差,2.412640492944299
46,2021,57,real,gauss,China,3189760933.628675,3284214646.498301,0.6744693037704761,0.0287599085432293,14.375748599999495,46,3.0,2.7,38,1.9000000000000057,A,China,密(<2.9D),狭长,中(20-70),小偏差,3.189760933628675
84,2016,57,real,gauss,United Kingdom,1822991455.738184,2169023940.525678,0.3976909505225164,0.1595337323495059,14.46911960000216,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,1.8229914557381839
84,2017,57,real,gauss,United Kingdom,2025324490.326159,2414732667.557601,0.433581557073988,0.1612634733704546,14.623812200003158,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,2.025324490326159
84,2018,57,real,gauss,United Kingdom,1865091279.920562,2206442626.0914907,0.4142410387103324,0.1547066495790108,15.35144339999897,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,1.8650912799205621
84,2019,57,real,gauss,United Kingdom,1907826561.411762,2281042763.3242745,0.4185923140104618,0.1636164862462317,17.02271710000059,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,1.907826561411762
84,2020,57,real,gauss,United Kingdom,2152546876.9870467,2494802780.503566,0.4665675846061077,0.1371875589490228,18.1401795999991,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,2.1525468769870466
84,2021,57,real,gauss,United Kingdom,1662027545.0176134,1958482086.435934,0.3794193621700084,0.1513695445424327,17.445397700001195,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,1.6620275450176134
84,2022,57,real,gauss,United Kingdom,1906876144.5454693,2250037823.064949,0.4228791233493379,0.1525137377699867,20.96078839999973,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,1.9068761445454694
84,2023,57,real,gauss,United Kingdom,1930259951.6656156,2280408752.4529333,0.4197348745456634,0.1535465080155821,18.27876499999911,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,1.9302599516656156
84,2024,57,real,gauss,United Kingdom,1885789668.909211,2224694373.1300626,0.415471923635677,0.1523376461567731,16.416846299998724,84,1.5,2.3,36,40.80000000000001,C,United Kingdom,密(<2.9D),狭长,小(<20),中偏差,1.8857896689092108
82,2021,58,real,gauss,China,1917136790.6012635,2159024156.7237616,0.4147833178136969,0.112035507045717,18.3468305000024,82,1.6,1.27,35,67.4,C,China,密(<2.9D),近方形,小(<20),大偏差,1.9171367906012635
82,2022,58,real,gauss,China,1763721787.2434733,1967937138.8910012,0.3806358284113659,0.103771277858301,14.59763490000114,82,1.6,1.27,35,67.4,C,China,密(<2.9D),近方形,小(<20),大偏差,1.7637217872434734
82,2023,58,real,gauss,China,1792313111.102924,1997379038.393964,0.3968912174599245,0.1026675074431177,15.187345799997274,82,1.6,1.27,35,67.4,C,China,密(<2.9D),近方形,小(<20),大偏差,1.792313111102924
82,2024,58,real,gauss,China,1844022825.751512,2056732384.408733,0.3972697362953357,0.1034211160721187,18.655284700002085,82,1.6,1.27,35,67.4,C,China,密(<2.9D),近方形,小(<20),大偏差,1.844022825751512
83,2014,58,real,gauss,United Kingdom,1527271195.7797475,2250964154.2973127,0.3408707054524602,0.3215035464407391,19.179030900002545,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.5272711957797476
83,2015,58,real,gauss,United Kingdom,1684197624.3036656,2411353010.580147,0.3702867900306189,0.3015549291563639,18.61345410000285,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.6841976243036656
83,2016,58,real,gauss,United Kingdom,1377137944.613638,2153216917.680704,0.3021987739054649,0.3604276776271127,19.806706600000325,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.377137944613638
83,2017,58,real,gauss,United Kingdom,1463887920.585148,2373160610.843972,0.3128339973554844,0.3831483996927868,18.97215180000057,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.463887920585148
83,2018,58,real,gauss,United Kingdom,1483589256.534274,2296148696.3707147,0.3275176070763111,0.3538792766865532,20.996322999999396,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.483589256534274
83,2019,58,real,gauss,United Kingdom,1383302777.7804875,2200272351.231987,0.2971968584768477,0.3713038401787206,19.911412299999935,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.3833027777804876
83,2020,58,real,gauss,United Kingdom,1696281370.7212653,2447446684.932493,0.3640307509295119,0.3069179479314978,20.989512600001035,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.6962813707212654
83,2021,58,real,gauss,United Kingdom,1207539990.8078165,1912874518.400308,0.2820709255375677,0.3687301601896742,18.563203699999576,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.2075399908078166
83,2022,58,real,gauss,United Kingdom,1524435866.9315205,2279579232.8547616,0.3329116784808195,0.3312643645106208,18.22104810000019,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.5244358669315206
83,2023,58,real,gauss,United Kingdom,1441832176.0791926,2204855568.712337,0.3146332799600209,0.3460650227891162,18.64552249999906,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.4418321760791926
83,2024,58,real,gauss,United Kingdom,1530618087.830369,2289730906.5330124,0.3303287899806995,0.3315292712068298,18.235168800001706,83,1.7,1.73,18,31.69999999999999,C,United Kingdom,密(<2.9D),中等,小(<20),小偏差,1.530618087830369
31,2016,59,real,gauss,Netherlands,1929236515.4253776,2663024805.144885,0.3961105268353802,0.2755469225453141,17.99774350000007,31,3.9,1.98,171,15.599999999999994,A,Netherlands,中(2.9-4.3D),狭长,大(>70),小偏差,1.9292365154253777
31,2017,59,real,gauss,Netherlands,2042536115.507456,2765119397.591202,0.4275037811193087,0.2613208249572207,18.545186299998026,31,3.9,1.98,171,15.599999999999994,A,Netherlands,中(2.9-4.3D),狭长,大(>70),小偏差,2.042536115507456
48,2019,59,real,gauss,United Kingdom,2613374282.441893,2839835850.6791024,0.5372935391002174,0.0797445979784551,19.01698430000033,48,2.6,1.57,41,3.799999999999997,A,United Kingdom,密(<2.9D),中等,中(20-70),小偏差,2.6133742824418933
52,2021,59,real,gauss,China,2853294788.235805,3113075790.3109074,0.5902713122685973,0.083448338419399,19.24123200000031,52,2.4,1.37,162,4.699999999999989,A,China,密(<2.9D),中等,大(>70),小偏差,2.853294788235805
78,2021,59,real,gauss,China,1485795360.783205,1736747993.2288928,0.3373924466326968,0.1444957088904571,16.21040670000002,78,2.7,1.7,120,60.30000000000001,A,China,密(<2.9D),中等,大(>70),中偏差,1.485795360783205
81,2021,59,real,gauss,China,2677600252.798089,2971328742.1003017,0.5595937747493342,0.0988542550477226,17.693059599998378,81,2.3,2.09,75,56.400000000000006,C,China,密(<2.9D),狭长,中(20-70),中偏差,2.677600252798089
81,2022,59,real,gauss,China,2861031311.698395,3129161968.552929,0.5859359126447712,0.0856876887643276,18.95872269999745,81,2.3,2.09,75,56.400000000000006,C,China,密(<2.9D),狭长,中(20-70),中偏差,2.8610313116983948
81,2023,59,real,gauss,China,2507040396.0472174,2772008643.709541,0.5304895143882049,0.0955870928698617,23.12258180000208,81,2.3,2.09,75,56.400000000000006,C,China,密(<2.9D),狭长,中(20-70),中偏差,2.507040396047217
81,2024,59,real,gauss,China,2703814893.6538525,2979075089.4005837,0.5693548400904318,0.0923978709788465,21.575481600000785,81,2.3,2.09,75,56.400000000000006,C,China,密(<2.9D),狭长,中(20-70),中偏差,2.7038148936538526
31,2018,60,real,gauss,Netherlands,2091091095.477258,2858018703.5878115,0.4239844070310742,0.2683424034796524,19.139456799999607,31,3.9,1.98,171,15.599999999999994,A,Netherlands,中(2.9-4.3D),狭长,大(>70),小偏差,2.091091095477258
31,2019,60,real,gauss,Netherlands,2115064727.5321884,2900861009.061629,0.4269235653651828,0.2708838096947051,19.390939699998853,31,3.9,1.98,171,15.599999999999994,A,Netherlands,中(2.9-4.3D),狭长,大(>70),小偏差,2.1150647275321885
31,2020,60,real,gauss,Netherlands,2289923336.741902,2960332929.5872345,0.4635660020126122,0.2264642554710254,18.090999899999588,31,3.9,1.98,171,15.599999999999994,A,Netherlands,中(2.9-4.3D),狭长,大(>70),小偏差,2.289923336741902
31,2021,60,real,gauss,Netherlands,1956354800.9023535,2670820068.5750995,0.3984104759087556,0.2675078250606068,19.084719500002397,31,3.9,1.98,171,15.599999999999994,A,Netherlands,中(2.9-4.3D),狭长,大(>70),小偏差,1.9563548009023535
31,2022,60,real,gauss,Netherlands,2004894307.0484607,2711510623.8741574,0.4107548262750381,0.2605987638787472,21.91300789999877,31,3.9,1.98,171,15.599999999999994,A,Netherlands,中(2.9-4.3D),狭长,大(>70),小偏差,2.0048943070484606
77,2024,60,real,gauss,China,1461354443.6920023,1677534997.5571153,0.3149199301120599,0.1288679843817997,22.857411299999512,77,3.7,1.34,68,83.4,A,China,中(2.9-4.3D),中等,中(20-70),大偏差,1.4613544436920023
78,2022,60,real,gauss,China,1513013201.3301091,1777459063.7355978,0.33609071956331,0.1487774699293023,23.952012699999614,78,2.7,1.7,120,60.30000000000001,A,China,密(<2.9D),中等,大(>70),中偏差,1.5130132013301092
78,2023,60,real,gauss,China,1553570408.0918565,1811114612.246236,0.3469494859287723,0.1422020464154722,19.688417900000783,78,2.7,1.7,120,60.30000000000001,A,China,密(<2.9D),中等,大(>70),中偏差,1.5535704080918564
78,2024,60,real,gauss,China,1538518387.446516,1799982071.6596274,0.3440028591911537,0.1452590491482148,19.83597430000009,78,2.7,1.7,120,60.30000000000001,A,China,密(<2.9D),中等,大(>70),中偏差,1.538518387446516
79,2024,60,real,gauss,China,1726620121.1820512,1923714765.6053157,0.3719400545392381,0.1024552329415876,18.752459200000885,79,4.4,1.94,128,41.0,A,China,疏(>4.3D),中等,大(>70),中偏差,1.726620121182051
80,2018,60,real,gauss,United Kingdom,2602071355.328544,2821680270.1712213,0.5406115173540563,0.0778291279718065,17.960667299998022,80,3.2,1.82,61,73.80000000000001,A,United Kingdom,中(2.9-4.3D),中等,中(20-70),大偏差,2.602071355328544
80,2019,60,real,gauss,United Kingdom,2689904314.823471,2934535395.4692574,0.5446032383429444,0.0833627977442295,19.193500399996992,80,3.2,1.82,61,73.80000000000001,A,United Kingdom,中(2.9-4.3D),中等,中(20-70),大偏差,2.689904314823471
80,2020,60,real,gauss,United Kingdom,2820215887.983245,3044396849.611009,0.5721679626665135,0.073637233482359,23.827790900002583,80,3.2,1.82,61,73.80000000000001,A,United Kingdom,中(2.9-4.3D),中等,中(20-70),大偏差,2.820215887983245
80,2021,60,real,gauss,United Kingdom,2262164480.5019674,2478814717.320221,0.4813320738120701,0.0874007384676448,42.46697960000165,80,3.2,1.82,61,73.80000000000001,A,United Kingdom,中(2.9-4.3D),中等,中(20-70),大偏差,2.2621644805019674
80,2022,60,real,gauss,United Kingdom,2622717572.925851,2848281158.28929,0.5435458784974407,0.0791928790832275,65.69619070000044,80,3.2,1.82,61,73.80000000000001,A,United Kingdom,中(2.9-4.3D),中等,中(20-70),大偏差,2.622717572925851
80,2023,60,real,gauss,United Kingdom,2649650823.7813125,2887996911.41557,0.5387440168722932,0.0825298969995887,59.90289949999715,80,3.2,1.82,61,73.80000000000001,A,United Kingdom,中(2.9-4.3D),中等,中(20-70),大偏差,2.6496508237813123
80,2024,60,real,gauss,United Kingdom,2615552945.9635787,2847406119.09407,0.5315516290622239,0.0814260992050749,67.38140329999806,80,3.2,1.82,61,73.80000000000001,A,United Kingdom,中(2.9-4.3D),中等,中(20-70),大偏差,2.6155529459635787
76,2022,61,real,gauss,China,1504737006.0997202,1651166969.2843149,0.3264234454429874,0.0886827110210807,63.58537100000103,76,2.9,1.32,32,50.5,A,China,密(<2.9D),近方形,小(<20),中偏差,1.5047370060997203
76,2023,61,real,gauss,China,1593383953.235472,1737354629.9304748,0.3453794580681775,0.082867754351778,70.25659960000121,76,2.9,1.32,32,50.5,A,China,密(<2.9D),近方形,小(<20),中偏差,1.5933839532354719
76,2024,61,real,gauss,China,1614278135.6008525,1762104580.99868,0.3450720562453592,0.0838919817767264,69.55775029999859,76,2.9,1.32,32,50.5,A,China,密(<2.9D),近方形,小(<20),中偏差,1.6142781356008524
57,2016,62,real,gauss,Vietnam,596383424.5011083,1192802801.7240078,0.1198938986906812,0.500015070689698,70.81229449999955,57,2.4,1.76,106,33.3,A,Vietnam,密(<2.9D),中等,大(>70),中偏差,0.5963834245011083
57,2017,62,real,gauss,Vietnam,526419653.58969456,1089703808.8594334,0.1127425252161377,0.5169149182467434,72.14096389999759,57,2.4,1.76,106,33.3,A,Vietnam,密(<2.9D),中等,大(>70),中偏差,0.5264196535896946
74,2019,62,real,gauss,China,1869398251.6610312,2077316450.525754,0.3871544004135873,0.1000898051965554,71.21414169999844,74,2.6,1.4,364,14.300000000000011,A,China,密(<2.9D),中等,大(>70),小偏差,1.8693982516610312
74,2020,62,real,gauss,China,2234931848.279503,2455243765.2727704,0.4395474683023516,0.0897311786753652,71.16603539999778,74,2.6,1.4,364,14.300000000000011,A,China,密(<2.9D),中等,大(>70),小偏差,2.234931848279503
74,2021,62,real,gauss,China,1967590215.7928736,2199222008.2758107,0.391649093683517,0.1053244245516332,69.4082273999993,74,2.6,1.4,364,14.300000000000011,A,China,密(<2.9D),中等,大(>70),小偏差,1.9675902157928735
74,2022,62,real,gauss,China,2338102858.411475,2547776404.615687,0.4659747488692887,0.0822966826383806,68.07632530000046,74,2.6,1.4,364,14.300000000000011,A,China,密(<2.9D),中等,大(>70),小偏差,2.3381028584114754
74,2023,62,real,gauss,China,2138686307.7068343,2323524192.695977,0.4388110984211223,0.079550660832447,67.166752000001,74,2.6,1.4,364,14.300000000000011,A,China,密(<2.9D),中等,大(>70),小偏差,2.138686307706834
74,2024,62,real,gauss,China,2289655754.500377,2499678719.9466567,0.4501454354485572,0.084019983756457,69.2244088999978,74,2.6,1.4,364,14.300000000000011,A,China,密(<2.9D),中等,大(>70),小偏差,2.289655754500377
75,2023,62,real,gauss,France,2411648906.533496,2623229579.105967,0.4828396599876461,0.0806565594783285,69.45753010000044,75,3.2,1.08,278,77.19999999999999,B,France,中(2.9-4.3D),近方形,大(>70),大偏差,2.411648906533496
75,2024,62,real,gauss,France,2052979665.4701247,2268113366.022185,0.4165627783308358,0.0948513878428226,71.38639449999755,75,3.2,1.08,278,77.19999999999999,B,France,中(2.9-4.3D),近方形,大(>70),大偏差,2.052979665470125
38,2014,63,real,gauss,China,1929061450.34258,2293286893.0514,0.3757058039424637,0.1588224499134468,71.86793899999975,38,2.7,1.55,134,68.9,C,China,密(<2.9D),中等,大(>70),大偏差,1.92906145034258
38,2015,63,real,gauss,China,1695837575.2072225,2043454496.7130055,0.3366019350921719,0.1701123866789995,71.41789150000113,38,2.7,1.55,134,68.9,C,China,密(<2.9D),中等,大(>70),大偏差,1.6958375752072226
38,2016,63,real,gauss,China,1946574341.9747896,2306071449.923512,0.3817396272321628,0.1558915739408881,70.24806010000248,38,2.7,1.55,134,68.9,C,China,密(<2.9D),中等,大(>70),大偏差,1.9465743419747896
38,2017,63,real,gauss,China,1879862841.506935,2234245272.156137,0.3683838607695345,0.1586139333338316,70.88889180000115,38,2.7,1.55,134,68.9,C,China,密(<2.9D),中等,大(>70),大偏差,1.879862841506935
38,2018,63,real,gauss,China,2098469677.5159037,2463182341.080825,0.4078991244214112,0.1480656374813438,57.184467900002346,38,2.7,1.55,134,68.9,C,China,密(<2.9D),中等,大(>70),大偏差,2.0984696775159035
38,2019,63,real,gauss,China,1634770458.994826,1956293664.336206,0.325702741864721,0.1643532416440537,71.45457539999916,38,2.7,1.55,134,68.9,C,China,密(<2.9D),中等,大(>70),大偏差,1.634770458994826
57,2018,63,real,gauss,Vietnam,603588042.20868,1223631174.8332553,0.1258804700399547,0.5067238767507446,72.13926300000094,57,2.4,1.76,106,33.3,A,Vietnam,密(<2.9D),中等,大(>70),中偏差,0.60358804220868
63,2019,65,real,gauss,China,1627568556.380287,1942684423.0201075,0.3186499904810946,0.1622064103185321,74.5453983999978,63,3.0,1.17,28,2.299999999999997,A,China,密(<2.9D),近方形,小(<20),小偏差,1.6275685563802869
14,2019,66,real,gauss,China,1732286147.8325033,2062675023.821839,0.351362246528032,0.1601749534820918,77.50051220000023,14,3.0,2.94,24,20.900000000000006,A,China,密(<2.9D),狭长,小(<20),小偏差,1.7322861478325033
45,2020,66,real,gauss,China,3510380209.709584,3786751920.02922,0.6403512994822261,0.0729838437151971,77.27155960000164,45,2.5,2.04,54,4.5,A,China,密(<2.9D),狭长,中(20-70),小偏差,3.5103802097095844
71,2022,66,real,gauss,Taiwan,2719844617.0046587,2900914195.12518,0.5609823975539479,0.0624181088929819,76.98786480000126,71,2.9,1.55,55,34.5,A,Taiwan,密(<2.9D),中等,中(20-70),中偏差,2.7198446170046586
8,2022,67,real,gauss,China,2247013657.74882,2644417801.927409,0.4155311272436269,0.15028039211086,63.807616099999,8,2.4,2.55,23,89.0,A,China,密(<2.9D),狭长,小(<20),大偏差,2.24701365774882
73,2017,67,real,gauss,United Kingdom,3059299432.775651,3418922796.446605,0.5450129573145821,0.1051861609875257,74.62182340000072,73,3.1,1.27,83,42.5,A,United Kingdom,中(2.9-4.3D),近方形,大(>70),中偏差,3.059299432775651
73,2018,67,real,gauss,United Kingdom,2900304396.310993,3240261585.534496,0.5270683710955135,0.1049165878277153,71.30724800000098,73,3.1,1.27,83,42.5,A,United Kingdom,中(2.9-4.3D),近方形,大(>70),中偏差,2.900304396310993
