farm_id,year,n_turb,stage,sx_D,sy_D,AEP_kWh,AEP_noWake_kWh,CF,WakeLoss,precompute_time_s
162,2024,5,coarse,4.0,6.0,197123179.0137648,202279728.7906744,0.48480860554295324,0.02549217268451924,0.7936779999999999
162,2024,5,coarse,4.0,7.0,197923411.13846636,202279728.7906744,0.4867767120965725,0.021536105858220172,0.7976976999998442
162,2024,5,coarse,4.0,8.0,198474009.76389995,202279728.7906744,0.488130865135022,0.018814139456913737,0.8082596000003832
162,2024,5,coarse,4.0,9.0,198846976.99077758,202279728.7906744,0.48904814803437674,0.01697032035992657,0.7955294999992475
162,2024,5,coarse,4.0,10.0,199132997.88445207,202279728.7906744,0.48975159341970503,0.015556333425178025,0.8028671000010945
162,2024,5,coarse,4.0,11.0,199352887.11780524,202279728.7906744,0.4902923933049809,0.014469278213725194,0.7992679999988468
162,2024,5,coarse,4.0,12.0,199535472.29393303,202279728.7906744,0.4907414468616159,0.013566641171351382,0.8383369000002858
162,2024,5,coarse,5.0,3.0,190384058.29714602,202279728.7906744,0.4682342801208707,0.05880802077720003,0.7942962999986776
162,2024,5,coarse,5.0,4.0,193764545.32815945,202279728.7906744,0.4765483161046715,0.04209607909513624,0.8122631999995065
162,2024,5,coarse,5.0,5.0,195852683.84192696,202279728.7906744,0.48168392484487693,0.03177305500245326,0.7947173000011389
162,2024,5,coarse,5.0,6.0,197123179.0137648,202279728.7906744,0.48480860554295324,0.02549217268451924,0.7998540999997203
162,2024,5,coarse,5.0,7.0,197923411.13846636,202279728.7906744,0.4867767120965725,0.021536105858220172,0.7915818000001309
162,2024,5,coarse,5.0,8.0,198474009.76389995,202279728.7906744,0.488130865135022,0.018814139456913737,0.8082770999990316
162,2024,5,coarse,5.0,9.0,198846976.99077758,202279728.7906744,0.48904814803437674,0.01697032035992657,0.8014259999999922
162,2024,5,coarse,5.0,10.0,199132997.88445207,202279728.7906744,0.48975159341970503,0.015556333425178025,0.791592400000809
162,2024,5,coarse,5.0,11.0,199352887.11780524,202279728.7906744,0.4902923933049809,0.014469278213725194,0.7922276000008424
162,2024,5,coarse,5.0,12.0,199535472.29393303,202279728.7906744,0.4907414468616159,0.013566641171351382,0.8027368999992177
162,2024,5,coarse,6.0,3.0,190384058.29714602,202279728.7906744,0.4682342801208707,0.05880802077720003,0.7865755000002537
162,2024,5,coarse,6.0,4.0,193764545.32815945,202279728.7906744,0.4765483161046715,0.04209607909513624,0.789896399999634
162,2024,5,coarse,6.0,5.0,195852683.84192696,202279728.7906744,0.48168392484487693,0.03177305500245326,0.785182800000257
162,2024,5,coarse,6.0,6.0,197123179.0137648,202279728.7906744,0.48480860554295324,0.02549217268451924,0.8164581000000908
162,2024,5,coarse,6.0,7.0,197923411.13846636,202279728.7906744,0.4867767120965725,0.021536105858220172,0.7963218000004417
162,2024,5,coarse,6.0,8.0,198474009.76389995,202279728.7906744,0.488130865135022,0.018814139456913737,0.8036896000012348
162,2024,5,coarse,6.0,9.0,198846976.99077758,202279728.7906744,0.48904814803437674,0.01697032035992657,0.8425705999998172
162,2024,5,coarse,6.0,10.0,199132997.88445207,202279728.7906744,0.48975159341970503,0.015556333425178025,0.802019200000359
162,2024,5,coarse,6.0,11.0,199352887.11780524,202279728.7906744,0.4902923933049809,0.014469278213725194,0.7872886000004655
162,2024,5,coarse,6.0,12.0,199535472.29393303,202279728.7906744,0.4907414468616159,0.013566641171351382,0.7917597999985446
162,2024,5,coarse,7.0,3.0,190384058.29714602,202279728.7906744,0.4682342801208707,0.05880802077720003,0.7859683999995468
