farm_id,year,n_turb,centroid_lon,centroid_lat,pc1_angle,pc1_share,aspect_ratio,spacing_d,ce_r,layout_type
140,2023,20,7.9536,56.0791,90.2,1.0,130.28,3.43,19.821,belt
140,2024,20,7.9536,56.0791,90.2,1.0,130.28,3.43,19.821,belt
141,2021,18,106.585,9.7455,-35.5,0.944,3.26,1.64,1.316,belt
141,2022,18,106.585,9.7455,-35.5,0.944,3.26,1.64,1.316,belt
141,2023,18,106.585,9.7455,-35.5,0.944,3.26,1.64,1.316,belt
141,2024,18,106.585,9.7455,-35.5,0.944,3.26,1.64,1.316,belt
142,2016,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
142,2017,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
142,2018,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
142,2019,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
142,2020,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
142,2021,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
142,2022,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
142,2023,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
142,2024,18,8.1683,53.8357,-38.5,0.6382,1.42,2.63,2.135,rule_grid
143,2021,4,104.9308,8.5691,90.0,1.0,19.51,2.96,50.582,belt
143,2022,8,104.9308,8.5638,90.0,1.0,27.36,1.95,27.687,belt
143,2023,13,104.9308,8.5537,90.0,1.0,54.64,2.11,20.941,belt
143,2024,16,104.9308,8.5498,90.0,1.0,58.55,1.96,19.705,belt
144,2014,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2015,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2016,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2017,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2018,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2019,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2020,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2021,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2022,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2023,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
144,2024,16,17.0187,56.9863,130.1,0.9527,4.62,2.11,1.622,belt
145,2023,14,141.2564,43.2114,40.0,0.625,1.84,2.47,1.721,cluster
145,2024,14,141.2564,43.2114,40.0,0.625,1.84,2.47,1.721,cluster
146,2023,10,-71.1526,41.0928,-2.4,0.779,1.88,9.2,2.346,rule_grid
146,2024,12,-71.1478,41.093,-7.9,0.7784,1.76,9.22,2.487,rule_grid
147,2017,4,117.6537,38.665,-0.3,1.0,40.02,5.89,54.461,belt
147,2018,12,117.6375,38.6666,-5.3,0.9956,14.91,3.32,2.986,belt
147,2019,12,117.6375,38.6666,-5.3,0.9956,14.91,3.32,2.986,belt
147,2020,12,117.6375,38.6666,-5.3,0.9956,14.91,3.32,2.986,belt
147,2021,12,117.6375,38.6666,-5.3,0.9956,14.91,3.32,2.986,belt
147,2022,12,117.6375,38.6666,-5.3,0.9956,14.91,3.32,2.986,belt
147,2023,12,117.6375,38.6666,-5.3,0.9956,14.91,3.32,2.986,belt
147,2024,12,117.6375,38.6666,-5.3,0.9956,14.91,3.32,2.986,belt
148,2016,2,21.3579,61.6269,0.0,0.0,0.0,5.12,,sparse
148,2017,11,21.3546,61.6279,-35.9,0.7027,1.47,4.12,2.212,rule_grid
148,2018,11,21.3546,61.6279,-35.9,0.7027,1.47,4.12,2.212,rule_grid
148,2019,11,21.3546,61.6279,-35.9,0.7027,1.47,4.12,2.212,rule_grid
148,2020,11,21.3546,61.6279,-35.9,0.7027,1.47,4.12,2.212,rule_grid
148,2021,11,21.3546,61.6279,-35.9,0.7027,1.47,4.12,2.212,rule_grid
148,2022,11,21.3546,61.6279,-35.9,0.7027,1.47,4.12,2.212,rule_grid
148,2023,11,21.3546,61.6279,-35.9,0.7027,1.47,4.12,2.212,rule_grid
148,2024,11,21.3546,61.6279,-35.9,0.7027,1.47,4.12,2.212,rule_grid
149,2014,9,12.6699,55.6961,93.0,0.9962,17.21,1.54,3.567,belt
149,2015,9,12.6699,55.6961,93.0,0.9962,17.21,1.54,3.567,belt
149,2016,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
149,2017,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
149,2018,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
149,2019,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
149,2020,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
149,2021,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
149,2022,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
149,2023,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
149,2024,11,12.6698,55.6945,90.7,0.995,16.55,1.21,2.443,belt
150,2018,11,-1.9953,57.2233,41.8,0.8163,2.14,4.87,2.606,rule_grid
150,2019,11,-1.9953,57.2233,41.8,0.8163,2.14,4.87,2.606,rule_grid
150,2020,11,-1.9953,57.2233,41.8,0.8163,2.14,4.87,2.606,rule_grid
150,2021,11,-1.9953,57.2233,41.8,0.8163,2.14,4.87,2.606,rule_grid
150,2022,11,-1.9953,57.2233,41.8,0.8163,2.14,4.87,2.606,rule_grid
150,2023,11,-1.9953,57.2233,41.8,0.8163,2.14,4.87,2.606,rule_grid
150,2024,11,-1.9953,57.2233,41.8,0.8163,2.14,4.87,2.606,rule_grid
151,2024,10,125.9495,34.9712,33.0,0.6763,1.47,4.46,1.909,rule_grid
152,2014,6,8.2216,56.6605,112.2,0.9999,17.79,1.5,12.69,belt
152,2015,6,8.2216,56.6605,112.2,0.9999,17.79,1.5,12.69,belt
152,2016,6,8.2216,56.6605,112.2,0.9999,17.79,1.5,12.69,belt
152,2017,9,8.2286,56.6643,39.4,0.8037,2.02,3.08,2.062,rule_grid
152,2018,10,8.2313,56.6648,30.0,0.8255,1.87,2.92,1.772,cluster
152,2019,10,8.2313,56.6648,30.0,0.8255,1.87,2.92,1.772,cluster
152,2020,10,8.2313,56.6648,30.0,0.8255,1.87,2.92,1.772,cluster
152,2021,10,8.2313,56.6648,30.0,0.8255,1.87,2.92,1.772,cluster
152,2022,10,8.2313,56.6648,30.0,0.8255,1.87,2.92,1.772,cluster
152,2023,10,8.2313,56.6648,30.0,0.8255,1.87,2.92,1.772,cluster
152,2024,10,8.2313,56.6648,30.0,0.8255,1.87,2.92,1.772,cluster
153,2014,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2015,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2016,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2017,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2018,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2019,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2020,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2021,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2022,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2023,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
153,2024,10,10.3553,55.9692,129.7,0.5676,1.09,0.91,1.762,cluster
154,2014,8,10.5834,55.7201,90.1,1.0,23.94,1.5,19.469,belt
154,2015,8,10.5834,55.7201,90.1,1.0,23.94,1.5,19.469,belt
154,2016,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
154,2017,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
154,2018,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
154,2019,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
154,2020,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
154,2021,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
154,2022,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
154,2023,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
154,2024,10,10.5833,55.7218,90.1,1.0,26.91,1.49,20.764,belt
155,2021,2,17.1433,40.491,0.0,0.0,0.0,5.88,,sparse
155,2022,9,17.1398,40.4919,61.9,0.948,4.19,2.41,2.63,belt
155,2023,9,17.1398,40.4919,61.9,0.948,4.19,2.41,2.63,belt
155,2024,9,17.1398,40.4919,61.9,0.948,4.19,2.41,2.63,belt
156,2024,6,-71.164,41.1957,55.3,0.9489,4.23,9.48,2.454,belt
157,2014,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2015,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2016,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2017,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2018,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2019,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2020,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2021,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2022,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2023,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
157,2024,7,10.9604,55.3441,9.4,1.0,35.94,3.02,26.375,belt
158,2014,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2015,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2016,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2017,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2018,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2019,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2020,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2021,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2022,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2023,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
158,2024,7,-5.9468,52.7915,78.3,0.9985,23.81,3.17,6.229,belt
159,2021,7,106.1245,9.2966,75.8,0.9571,5.07,1.79,2.621,belt
159,2022,7,106.1245,9.2966,75.8,0.9571,5.07,1.79,2.621,belt
159,2023,7,106.1245,9.2966,75.8,0.9571,5.07,1.79,2.621,belt
159,2024,7,106.1245,9.2966,75.8,0.9571,5.07,1.79,2.621,belt
160,2016,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
160,2017,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
160,2018,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
160,2019,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
160,2020,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
160,2021,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
160,2022,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
160,2023,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
160,2024,5,-71.5218,41.1157,40.1,0.9955,17.11,4.28,5.984,belt
161,2021,5,-1.8649,57.0045,49.6,0.757,1.46,5.5,2.331,sparse
161,2022,5,-1.8649,57.0045,49.6,0.757,1.46,5.5,2.331,sparse
161,2023,5,-1.8649,57.0045,49.6,0.757,1.46,5.5,2.331,sparse
161,2024,5,-1.8649,57.0045,49.6,0.757,1.46,5.5,2.331,sparse
162,2017,5,-1.4019,55.1313,113.7,0.9952,16.45,5.28,5.841,belt
162,2018,5,-1.4019,55.1313,113.7,0.9952,16.45,5.28,5.841,belt
162,2019,5,-1.4019,55.1313,113.7,0.9952,16.45,5.28,5.841,belt
162,2020,5,-1.4019,55.1313,113.7,0.9952,16.45,5.28,5.841,belt
162,2021,5,-1.4019,55.1313,113.7,0.9952,16.45,5.28,5.841,belt
162,2022,5,-1.4019,55.1313,113.7,0.9952,16.45,5.28,5.841,belt
162,2023,5,-1.4019,55.1313,113.7,0.9952,16.45,5.28,5.841,belt
162,2024,5,-1.4019,55.1313,113.7,0.9952,16.45,5.28,5.841,belt
163,2014,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2015,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2016,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2017,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2018,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2019,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2020,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2021,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2022,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2023,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
163,2024,5,18.1467,57.0371,-3.3,0.7198,1.41,2.06,3.119,sparse
164,2017,5,-1.3561,57.4875,-17.9,0.8157,2.4,7.47,3.498,sparse
164,2018,5,-1.3561,57.4875,-17.9,0.8157,2.4,7.47,3.498,sparse
164,2019,5,-1.3561,57.4875,-17.9,0.8157,2.4,7.47,3.498,sparse
164,2020,5,-1.3561,57.4875,-17.9,0.8157,2.4,7.47,3.498,sparse
164,2021,5,-1.3561,57.4875,-17.9,0.8157,2.4,7.47,3.498,sparse
164,2022,5,-1.3561,57.4875,-17.9,0.8157,2.4,7.47,3.498,sparse
164,2023,5,-1.3561,57.4875,-17.9,0.8157,2.4,7.47,3.498,sparse
164,2024,5,-1.3561,57.4875,-17.9,0.8157,2.4,7.47,3.498,sparse
165,2014,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2015,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2016,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2017,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2018,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2019,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2020,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2021,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2022,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2023,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
165,2024,4,118.4427,38.0457,77.4,0.8734,3.0,3.09,4.174,belt
166,2022,4,140.0107,39.7726,-39.6,0.9554,4.42,7.04,4.227,belt
166,2023,4,140.0107,39.7726,-39.6,0.9554,4.42,7.04,4.227,belt
166,2024,4,140.0107,39.7726,-39.6,0.9554,4.42,7.04,4.227,belt
167,2023,3,4.794,43.1903,54.6,1.0,18.72,4.7,47.531,belt
167,2024,3,4.794,43.1903,54.6,1.0,18.72,4.7,47.531,belt
168,2014,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2015,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2016,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2017,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2018,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2019,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2020,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2021,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2022,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2023,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
168,2024,3,117.5806,38.6193,21.6,0.982,8.24,3.32,7.095,belt
169,2014,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2015,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2016,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2017,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2018,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2019,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2020,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2021,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2022,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2023,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
169,2024,3,119.888,34.4617,129.0,0.6511,1.45,4.13,4.905,sparse
170,2020,3,-9.0573,41.6868,0.2,0.9999,12.27,3.09,31.244,belt
170,2021,3,-9.0573,41.6868,0.2,0.9999,12.27,3.09,31.244,belt
170,2022,3,-9.0573,41.6868,0.2,0.9999,12.27,3.09,31.244,belt
170,2023,3,-9.0573,41.6868,0.2,0.9999,12.27,3.09,31.244,belt
170,2024,3,-9.0573,41.6868,0.2,0.9999,12.27,3.09,31.244,belt
