farm_id,paradigm,A_built,A_fixed,A_C0,A_C1,A_C2,A_C3,t_built_bin,theta_energy_deg,theta_star_off_deg,pos_frac,wake_loss_built,wake_loss_rot,aep_built_MWh
119,S_C,2.1425,2.1428,2.1425,1.5735,1.2368,0.0,33,16.7,130,1.0,0.1546,0.136,29.1
119,S_D,3.4698,3.4698,3.4698,2.2067,1.7157,0.0,0,16.7,45,1.0,0.2171,0.2128,26.9
119,S_E,0.6591,0.6591,0.6591,0.4721,0.3685,0.0,33,16.7,135,1.0,0.037,0.0247,33.1
120,S_A,0.464,0.464,0.464,0.3113,0.2135,0.0,17,96.0,65,1.0,0.0484,0.048,29.9
120,S_B0,2.3086,2.3086,2.3086,1.3111,0.9617,-0.0,0,96.0,160,1.0,0.3326,0.3231,21.0
120,S_B45,2.3084,2.3083,2.3084,1.3111,0.9616,0.0,9,96.0,160,1.0,0.3326,0.3231,21.0
120,S_C,1.3959,1.396,1.3959,0.8703,0.6296,-0.0,17,96.0,165,1.0,0.1658,0.1668,26.2
120,S_D,1.964,1.964,1.964,1.2269,0.8909,0.0,0,96.0,160,1.0,0.2585,0.2526,23.3
120,S_E,0.3265,0.3265,0.3265,0.225,0.1513,-0.0,17,96.0,65,1.0,0.0332,0.0328,30.4
121,S_A,0.1229,0.1229,0.1229,0.1251,0.1563,-0.0,25,236.6,55,1.0,0.0258,0.0257,53.5
121,S_B0,0.2684,0.2684,0.2684,0.2345,0.2708,0.0,0,236.6,0,0.8,0.1924,0.1945,44.4
121,S_B45,0.2682,0.2681,0.2682,0.2343,0.2707,0.0,9,236.6,0,0.8,0.1924,0.1945,44.4
121,S_C,0.2575,0.2576,0.2575,0.2419,0.28,0.0,25,236.6,145,1.0,0.0937,0.0938,49.8
121,S_D,0.3418,0.3418,0.3418,0.3186,0.3846,-0.0,0,236.6,0,1.0,0.1446,0.1475,47.0
121,S_E,0.092,0.092,0.092,0.0918,0.1187,-0.0,25,236.6,55,1.0,0.0175,0.0173,54.0
122,S_A,0.0858,0.0858,0.0858,0.0756,0.0804,0.0,26,231.6,140,0.8,0.0309,0.0303,48.6
122,S_B0,0.2426,0.2426,0.2426,0.1561,0.1574,0.0,0,231.6,65,0.8,0.2205,0.2219,39.1
122,S_B45,0.2428,0.2428,0.2428,0.1559,0.1572,0.0,9,231.6,65,0.8,0.2205,0.2219,39.1
122,S_C,0.2448,0.2445,0.2448,0.1833,0.1898,0.0,26,231.6,25,1.0,0.1073,0.1089,44.8
122,S_D,0.3122,0.3122,0.3122,0.2705,0.2914,0.0,0,231.6,60,1.0,0.1673,0.1695,41.8
122,S_E,0.0627,0.0627,0.0627,0.0555,0.061,0.0,26,231.6,105,0.8,0.021,0.0206,49.1
123,S_A,0.1444,0.1444,0.1444,0.1356,0.161,0.0,25,234.2,55,1.0,0.0276,0.0272,48.1
123,S_B0,0.3355,0.3355,0.3355,0.3411,0.3906,0.0,0,234.2,75,0.8,0.2,0.2017,39.6
123,S_B45,0.3355,0.3357,0.3355,0.341,0.3906,0.0,9,234.2,165,0.8,0.2,0.2017,39.6
123,S_C,0.292,0.2919,0.292,0.2821,0.3251,-0.0,25,234.2,145,1.0,0.0995,0.0981,44.6
123,S_D,0.4207,0.4207,0.4207,0.441,0.5248,0.0,0,234.2,165,1.0,0.1509,0.1535,42.0
123,S_E,0.1098,0.1099,0.1098,0.1014,0.1245,0.0,25,234.2,55,1.0,0.0187,0.0184,48.6
124,S_A,0.7274,0.7275,0.7274,0.6628,0.8608,0.0,29,33.0,40,1.0,0.0367,0.0184,52.6
124,S_B0,4.2152,4.2152,4.2152,3.5741,3.8621,0.0,0,33.0,175,1.0,0.1377,0.1723,47.1
124,S_B45,4.2149,4.2148,4.2149,3.574,3.8621,0.0,9,33.0,175,1.0,0.1377,0.1723,47.1
124,S_C,2.0591,2.0594,2.0591,1.7925,2.1096,0.0,29,33.0,125,1.0,0.1009,0.0761,49.1
124,S_D,3.3253,3.3253,3.3253,2.9672,3.3729,-0.0,0,33.0,85,1.0,0.1005,0.1267,49.1
124,S_E,0.4773,0.4773,0.4773,0.4394,0.5805,0.0,29,33.0,35,1.0,0.0244,0.0122,53.3
125,S_A,0.4955,0.4955,0.4955,0.4734,0.7494,-0.0,28,40.5,145,1.0,0.0294,0.0152,53.6
125,S_B0,3.1446,3.1446,3.1446,2.7969,3.8139,-0.0,0,40.5,170,1.0,0.1241,0.1412,48.4
125,S_B45,3.1443,3.1443,3.1443,2.7965,3.8134,0.0,9,40.5,170,1.0,0.1241,0.1412,48.4
125,S_C,1.3824,1.3826,1.3824,1.3721,2.0042,0.0,28,40.5,30,1.0,0.0831,0.0624,50.7
125,S_D,2.5761,2.5761,2.5761,2.428,3.4534,-0.0,0,40.5,25,1.0,0.0901,0.1037,50.3
125,S_E,0.3241,0.3241,0.3241,0.3133,0.5028,0.0,28,40.5,145,1.0,0.0195,0.0101,54.2
126,S_A,1.4524,1.4526,1.4524,0.8816,0.6407,0.0,19,82.9,160,1.0,0.0594,0.0434,30.8
126,S_B0,6.1888,6.1888,6.1888,3.2739,2.4441,0.0,0,82.9,80,1.0,0.2963,0.3056,23.0
126,S_B45,6.1886,6.1886,6.1886,3.2739,2.4443,0.0,9,82.9,80,1.0,0.2964,0.3056,23.0
126,S_C,3.4544,3.4548,3.4544,1.9019,1.4158,0.0,19,82.9,75,1.0,0.169,0.1543,27.2
126,S_D,5.9091,5.9091,5.9091,3.4751,2.5662,-0.0,0,82.9,170,1.0,0.2185,0.2368,25.6
126,S_E,0.9724,0.9725,0.9724,0.6025,0.4389,-0.0,19,82.9,160,1.0,0.0414,0.0295,31.4
127,S_A,0.0994,0.0994,0.0994,0.113,0.1461,0.0,23,242.6,65,1.0,0.0229,0.023,53.7
127,S_B0,0.4604,0.4604,0.4604,0.4229,0.494,0.0,0,242.6,45,1.0,0.1898,0.1868,44.5
127,S_B45,0.4604,0.4603,0.4604,0.4229,0.4939,0.0,9,242.6,45,1.0,0.1898,0.1868,44.5
127,S_C,0.2773,0.2772,0.2773,0.2716,0.3279,0.0,23,242.6,20,0.8,0.0856,0.0876,50.2
127,S_D,0.4412,0.4412,0.4412,0.464,0.5589,0.0,0,242.6,145,1.0,0.1406,0.1405,47.2
127,S_E,0.0755,0.0755,0.0755,0.08,0.1047,0.0,23,242.6,65,1.0,0.0153,0.0154,54.1
128,S_A,0.1524,0.1522,0.1524,0.1223,0.1303,0.0,25,234.7,55,1.0,0.032,0.0317,46.4
128,S_B0,0.3134,0.3134,0.3134,0.2338,0.2391,0.0,0,234.7,60,0.8,0.2274,0.229,37.0
128,S_B45,0.3136,0.3135,0.3136,0.2337,0.2391,0.0,9,234.7,60,0.8,0.2274,0.229,37.0
128,S_C,0.3341,0.3337,0.3341,0.2459,0.2519,0.0,25,234.7,10,1.0,0.1124,0.1131,42.5
128,S_D,0.3941,0.3941,0.3941,0.3317,0.3454,-0.0,0,234.7,45,1.0,0.1725,0.1754,39.6
128,S_E,0.1153,0.1153,0.1153,0.0916,0.0993,0.0,25,234.7,55,1.0,0.0217,0.0215,46.9
129,S_A,0.0761,0.0761,0.0761,0.0797,0.1116,-0.0,25,236.2,55,0.8,0.0232,0.023,55.9
129,S_B0,0.3329,0.3329,0.3329,0.2275,0.2904,0.0,0,236.2,85,0.8,0.1754,0.1771,47.2
129,S_B45,0.3329,0.3329,0.3329,0.2276,0.2904,-0.0,9,236.2,175,0.8,0.1754,0.1771,47.2
129,S_C,0.1971,0.1968,0.1971,0.1578,0.202,0.0,25,236.2,50,0.8,0.0839,0.0847,52.4
129,S_D,0.2861,0.2861,0.2861,0.211,0.2796,-0.0,0,236.2,175,0.8,0.1322,0.1339,49.7
129,S_E,0.0585,0.0585,0.0585,0.0599,0.0866,-0.0,25,236.2,55,0.8,0.0157,0.0156,56.3
130,S_A,1.5539,1.5541,1.5539,0.906,0.5391,0.0,18,91.3,160,1.0,0.0701,0.0548,20.0
130,S_B0,5.3556,5.3556,5.3556,2.8224,1.8944,0.0,0,91.3,75,1.0,0.3822,0.3554,13.3
130,S_B45,5.3553,5.3553,5.3553,2.8221,1.8941,-0.0,9,91.3,75,1.0,0.3822,0.3554,13.3
130,S_C,3.2112,3.2115,3.2112,1.7845,1.1476,0.0,18,91.3,75,1.0,0.2009,0.1868,17.2
130,S_D,5.4422,5.4422,5.4422,2.9315,1.9195,0.0,0,91.3,165,1.0,0.292,0.2797,15.2
130,S_E,1.0681,1.0682,1.0681,0.6308,0.3686,-0.0,18,91.3,160,1.0,0.0495,0.0375,20.4
131,S_A,0.2813,0.2812,0.2813,0.1836,0.148,0.0,19,86.5,175,1.0,0.0344,0.0359,32.6
131,S_B0,0.8724,0.8724,0.8724,0.4692,0.3951,0.0,0,86.5,90,1.0,0.2633,0.2696,24.9
131,S_B45,0.8723,0.8723,0.8723,0.4692,0.395,0.0,9,86.5,90,1.0,0.2633,0.2696,24.9
131,S_C,0.6828,0.6828,0.6828,0.407,0.3359,0.0,19,86.5,85,1.0,0.1306,0.1324,29.4
131,S_D,0.9774,0.9774,0.9774,0.5751,0.4741,0.0,0,86.5,90,1.0,0.2033,0.2068,26.9
131,S_E,0.2019,0.2019,0.2019,0.1338,0.1074,0.0,19,86.5,175,1.0,0.0231,0.0242,33.0
132,S_A,0.1811,0.1811,0.1811,0.14,0.1162,0.0,0,178.8,75,1.0,0.0372,0.0386,31.7
132,S_B0,1.1421,1.1421,1.1421,0.5397,0.4506,0.0,0,178.8,80,1.0,0.2726,0.2755,23.9
132,S_B45,1.1421,1.1421,1.1421,0.5397,0.4506,0.0,9,178.8,80,1.0,0.2726,0.2755,23.9
132,S_C,0.588,0.588,0.588,0.3469,0.2926,0.0,0,178.8,165,1.0,0.1365,0.1379,28.4
132,S_D,0.9373,0.9373,0.9373,0.4776,0.3999,-0.0,0,178.8,80,1.0,0.2106,0.2126,26.0
132,S_E,0.1258,0.1258,0.1258,0.1016,0.0839,0.0,0,178.8,75,1.0,0.0252,0.0262,32.1
133,S_A,1.4224,1.4226,1.4224,0.8226,0.5249,-0.0,19,82.7,155,1.0,0.076,0.0505,22.9
133,S_B0,5.7082,5.7082,5.7082,2.5404,1.7744,0.0,0,82.7,130,1.0,0.3476,0.3379,16.2
133,S_B45,5.7086,5.7086,5.7086,2.5404,1.7741,-0.0,9,82.7,130,1.0,0.3476,0.3379,16.2
133,S_C,3.1902,3.1905,3.1902,1.57,1.0947,0.0,19,82.7,125,1.0,0.2019,0.175,19.8
133,S_D,5.2175,5.2175,5.2175,2.7724,1.8649,0.0,0,82.7,170,1.0,0.2608,0.2644,18.3
133,S_E,0.9691,0.9692,0.9691,0.5704,0.3597,0.0,19,82.7,155,1.0,0.0536,0.0345,23.5
134,S_A,0.183,0.1831,0.183,0.1963,0.1702,0.0,26,228.9,120,1.0,0.0426,0.0411,36.3
134,S_B0,0.4695,0.4695,0.4695,0.4073,0.358,0.0,0,228.9,70,0.8,0.2752,0.2778,27.5
134,S_B45,0.4696,0.4696,0.4696,0.4072,0.3579,-0.0,9,228.9,70,0.8,0.2752,0.2778,27.5
134,S_C,0.4823,0.4819,0.4823,0.3368,0.2995,-0.0,26,228.9,25,1.0,0.1426,0.1419,32.5
134,S_D,0.5507,0.5507,0.5507,0.4595,0.4008,0.0,0,228.9,20,1.0,0.212,0.2157,29.8
134,S_E,0.1311,0.1311,0.1311,0.1484,0.1279,-0.0,26,228.9,115,1.0,0.0292,0.0281,36.8
135,S_A,0.4254,0.4254,0.4254,0.2199,0.1681,-0.0,18,270.1,110,1.0,0.0387,0.0422,26.1
135,S_B0,1.772,1.772,1.772,0.9234,0.7258,-0.0,0,270.1,5,1.0,0.2839,0.295,19.4
135,S_B45,1.7717,1.7715,1.7717,0.9232,0.7256,-0.0,9,270.1,5,1.0,0.2839,0.295,19.4
135,S_C,1.124,1.1239,1.124,0.5998,0.4702,0.0,18,270.1,5,1.0,0.1408,0.1493,23.3
135,S_D,1.4787,1.4787,1.4787,0.7988,0.6306,0.0,0,270.1,5,1.0,0.2178,0.2286,21.2
135,S_E,0.2949,0.2949,0.2949,0.1548,0.1185,0.0,18,270.1,110,1.0,0.0263,0.0287,26.4
136,S_A,0.1551,0.1551,0.1551,0.1356,0.1795,-0.0,23,245.8,80,1.0,0.0242,0.0239,55.6
136,S_B0,0.6701,0.6701,0.6701,0.4579,0.5669,0.0,0,245.8,5,1.0,0.1788,0.1837,46.8
136,S_B45,0.67,0.67,0.67,0.4579,0.5669,0.0,9,245.8,5,1.0,0.1788,0.1837,46.8
136,S_C,0.4748,0.4748,0.4748,0.3543,0.4438,0.0,23,245.8,160,1.0,0.0861,0.0878,52.0
136,S_D,0.6761,0.6761,0.6761,0.4876,0.6288,-0.0,0,245.8,5,1.0,0.1334,0.1389,49.3
136,S_E,0.1067,0.1067,0.1067,0.0968,0.1323,0.0,23,245.8,80,0.8,0.0164,0.0161,56.0
137,S_A,0.1774,0.1774,0.1774,0.1582,0.1593,0.0,24,240.5,100,1.0,0.03,0.0303,45.4
137,S_B0,0.7146,0.7146,0.7146,0.5699,0.5532,0.0,0,240.5,50,1.0,0.2336,0.2308,35.9
137,S_B45,0.7145,0.7145,0.7145,0.5699,0.5532,0.0,9,240.5,50,1.0,0.2336,0.2308,35.9
137,S_C,0.4772,0.477,0.4772,0.3788,0.3757,-0.0,24,240.5,15,1.0,0.1089,0.1119,41.7
137,S_D,0.6663,0.6663,0.6663,0.5137,0.5045,0.0,0,240.5,140,1.0,0.175,0.176,38.6
137,S_E,0.1245,0.1245,0.1245,0.1133,0.1154,0.0,24,240.5,100,1.0,0.0202,0.0204,45.8
138,S_A,0.1886,0.1886,0.1886,0.1762,0.2148,0.0,19,267.1,85,1.0,0.0243,0.0244,50.8
138,S_B0,0.5692,0.5692,0.5692,0.4504,0.5157,-0.0,0,267.1,165,1.0,0.1885,0.1927,42.2
138,S_B45,0.5692,0.5692,0.5692,0.4501,0.5154,-0.0,9,267.1,165,1.0,0.1885,0.1927,42.2
138,S_C,0.4109,0.4108,0.4109,0.3665,0.4193,-0.0,19,267.1,0,1.0,0.0879,0.0916,47.5
138,S_D,0.6036,0.6036,0.6036,0.497,0.5846,0.0,0,267.1,5,1.0,0.1411,0.1457,44.7
138,S_E,0.1375,0.1375,0.1375,0.1285,0.1601,0.0,19,267.1,85,1.0,0.0164,0.0164,51.2
139,S_A,0.2817,0.2818,0.2817,0.2207,0.2047,0.0,7,323.6,25,1.0,0.0313,0.031,32.7
139,S_B0,1.6192,1.6192,1.6192,1.0758,0.9765,0.0,0,323.6,45,1.0,0.2352,0.2394,25.8
139,S_B45,1.619,1.6192,1.619,1.0756,0.9763,-0.0,9,323.6,135,1.0,0.2352,0.2394,25.8
139,S_C,0.9435,0.9435,0.9435,0.6187,0.5686,0.0,7,323.6,10,1.0,0.1127,0.1157,29.9
139,S_D,1.3141,1.3141,1.3141,0.9246,0.8438,0.0,0,323.6,45,1.0,0.1824,0.1824,27.6
139,S_E,0.194,0.194,0.194,0.1591,0.1475,-0.0,7,323.6,25,1.0,0.0211,0.0209,33.0
140,S_A,0.1812,0.1812,0.1812,0.1574,0.2108,0.0,23,244.0,75,1.0,0.0249,0.0242,54.9
140,S_B0,0.681,0.681,0.681,0.5868,0.7071,-0.0,0,244.0,10,1.0,0.1826,0.1861,46.0
140,S_B45,0.6809,0.6809,0.6809,0.5867,0.7071,0.0,9,244.0,10,1.0,0.1826,0.1861,46.0
140,S_C,0.4719,0.4718,0.4719,0.4319,0.5406,0.0,23,244.0,165,1.0,0.0881,0.089,51.3
