farm_id,p90_deficit_high,p90_deficit_low,delta_p90,eta_high,eta_low,n_upstream_wakes,multi_wake_frac
62,0.24994249343872071,0.07761258019341367,0.17232991324530705,0.7758053887676672,0.8716330628267613,2.6582279205322266,0.6202531456947327
57,0.6979645676083035,0.2503896289401585,0.447574938668145,0.2480826624236828,0.7022625548510557,3.762500047683716,0.75
59,0.49325366550021704,0.2011386765374078,0.29211498896280924,0.25795210624253573,0.660973424033793,3.8375000953674316,0.75
60,0.32745274967617466,0.1255114608340793,0.20194128884209536,0.5569511340572537,0.8184790893117324,10.362500190734863,0.875
61,0.4248559686872694,0.16417380968729658,0.2606821589999728,0.43531090563423136,0.7709154565651014,2.237499952316284,0.6000000238418579
58,0.2814631462097168,0.08697043524848092,0.19449271096123588,0.5968858946590467,0.8511584665591285,6.839506149291992,0.8148148059844971
56,0.3792781194051107,0.09705840216742619,0.2822197172376845,0.4466794338826023,0.8198270100437957,5.771084308624268,0.7951807379722595
55,0.4496120029025607,0.15144687228732634,0.29816513061523436,0.35757798337139285,0.7143481804556568,2.545454502105713,0.6136363744735718
54,0.44390803443060983,0.1667458958095975,0.27716213862101235,0.3183649776646866,0.7233906110245876,4.404494285583496,0.7752808928489685
52,0.5537036630842421,0.16708332167731388,0.38662034140692825,0.5401395057891084,0.8213940468344616,11.04444408416748,0.800000011920929
53,0.330687967936198,0.05930185317993167,0.2713861147562663,0.7095225459874132,0.8956946972525444,6.44444465637207,0.699999988079071
51,0.3248460557725694,0.18520630730523002,0.1396397484673394,0.6316051143703982,0.728640053124188,3.4065933227539062,0.6703296899795532
50,0.404863256878323,0.06400311787923177,0.3408601389990912,0.3386917840346534,0.8906685790395801,10.4399995803833,0.8799999952316284
49,0.520191404554579,0.19116465250651038,0.32902675204806864,0.18826940306212864,0.6391109472504602,7.8712873458862305,0.8613861203193665
41,0.408204534318712,0.06469615300496419,0.34350838131374783,0.38204415884953946,0.9073873463283155,7.284313678741455,0.843137264251709
48,0.3831800407833524,0.05810869004991318,0.3250713507334392,0.35084196600586504,0.8888623918802423,8.098039627075195,0.8627451062202454
47,0.39007746378580727,0.041069221496582,0.3490082422892253,0.411253245029155,0.9399724698944871,5.413461685180664,0.8269230723381042
46,0.39229868782891164,0.06601744757758252,0.3262812402513291,0.6736867815384123,0.8938549272992745,7.704761981964111,0.7333333492279053
45,0.5054560237460666,0.19517744912041557,0.310278574625651,0.5732356010727483,0.7479142425596692,7.0471696853637695,0.801886796951294
44,0.4418676005469428,0.08476555082533088,0.3571020497216119,0.5410488357835282,0.8907910333841528,13.86111068725586,0.9166666865348816
33,0.294612979888916,0.05204014248318145,0.24257283740573454,0.5682483929715637,0.9296396687761973,6.651376247406006,0.7706422209739685
