farm_id,year,n_turb,centroid_lon,centroid_lat,pc1_angle,pc1_share,aspect_ratio,spacing_d,ce_r,layout_type,WPD_hist,WCI_hist,theta_energy_hist,WPD_yearly,WCI_yearly,theta_energy_yearly,WNS_hist,is_new_farm,is_expansion,expansion_direction_deg,new_turbines,AxisMismatch,CrosswindAlign,ExpansionMismatch,country,spacing_d_regional_early_median,spacing_d_ratio
5,2023,339,1.7927,53.9099,-4.9,0.9119,3.4,7.07,1.557,belt,190.8,0.1883,183.5,209.2,0.1924,253.0,41.66,False,False,,0,171.6,8.400000000000006,,United Kingdom,3.57,1.9803921568627452
5,2024,339,1.7927,53.9099,-4.9,0.9119,3.4,7.07,1.557,belt,190.8,0.1883,183.5,196.5,0.1459,87.2,41.66,False,False,,0,171.6,8.400000000000006,,United Kingdom,3.57,1.9803921568627452
6,2021,116,121.4459,36.4205,32.2,0.6781,1.67,2.58,0.983,multi_cluster,,,,,,,,True,False,,116,,,,China,4.08,0.6323529411764706
6,2022,116,121.4459,36.4205,32.2,0.6781,1.67,2.58,0.983,multi_cluster,,,,,,,,False,False,,0,,,,China,4.08,0.6323529411764706
6,2023,239,121.5286,36.4592,35.7,0.7663,1.61,3.23,0.935,multi_cluster,,,,,,,,False,True,64.92245202078885,123,,,,China,4.08,0.7916666666666666
6,2024,292,121.5419,36.468,35.7,0.7876,1.61,3.32,1.065,multi_cluster,,,,321.4,0.163,86.0,,False,True,56.50922133820853,53,,,,China,4.08,0.8137254901960784
7,2014,130,6.5294,53.9958,-42.0,0.8565,2.06,4.08,1.386,belt,,,,287.0,0.1658,316.2,,True,False,,130,,,,Netherlands,3.65,1.1178082191780823
7,2015,130,6.5294,53.9958,-42.0,0.8565,2.06,4.08,1.386,belt,,,,297.3,0.1341,50.3,,False,False,,0,,,,Netherlands,3.65,1.1178082191780823
7,2016,130,6.5294,53.9958,-42.0,0.8565,2.06,4.08,1.386,belt,,,,291.8,0.1381,88.1,,False,False,,0,,,,Netherlands,3.65,1.1178082191780823
7,2017,132,6.529,53.996,-42.0,0.8568,2.06,4.08,1.397,belt,,,,270.2,0.1615,30.8,,False,True,296.5650511770271,2,,,,Netherlands,3.65,1.1178082191780823
7,2018,253,6.5285,53.9988,113.6,0.5669,1.2,4.19,1.561,cluster,,,,338.8,0.1348,66.5,,False,True,349.8753283446097,121,,,,Netherlands,3.65,1.1479452054794521
7,2019,269,6.5269,54.0032,110.4,0.6013,1.18,4.22,1.624,cluster,,,,297.7,0.1775,46.7,,False,True,340.0168934780889,16,,,,Netherlands,3.65,1.1561643835616437
7,2020,284,6.5218,54.0049,121.4,0.5991,1.24,4.24,1.673,cluster,,,,267.6,0.093,35.0,,False,True,288.434948822916,15,,,,Netherlands,3.65,1.1616438356164385
7,2021,284,6.5218,54.0049,121.4,0.5991,1.24,4.24,1.673,cluster,,,,342.5,0.1356,14.6,,False,False,,0,,,,Netherlands,3.65,1.1616438356164385
7,2022,284,6.5218,54.0049,121.4,0.5991,1.24,4.24,1.673,cluster,,,,305.2,0.1325,23.2,,False,False,,0,,,,Netherlands,3.65,1.1616438356164385
7,2023,284,6.5218,54.0049,121.4,0.5991,1.24,4.24,1.673,cluster,,,,334.7,0.1351,23.9,,False,False,,0,,,,Netherlands,3.65,1.1616438356164385
7,2024,284,6.5218,54.0049,121.4,0.5991,1.24,4.24,1.673,cluster,,,,327.7,0.103,52.3,,False,False,,0,,,,Netherlands,3.65,1.1616438356164385
8,2021,22,111.616,20.9775,39.4,0.8857,2.35,4.01,1.096,belt,334.5,0.1462,82.4,389.0,0.1376,23.4,87.35,True,False,,22,43.00000000000001,43.00000000000001,,China,4.08,0.9828431372549019
8,2022,67,111.6089,20.9716,27.8,0.8364,2.31,2.61,1.121,multi_cluster,334.5,0.1462,82.4,356.4,0.1348,75.4,87.35,False,True,230.2738959573262,45,54.60000000000001,54.60000000000001,147.8738959573262,China,4.08,0.6397058823529411
8,2023,204,111.6063,20.9958,84.1,0.8409,2.47,3.14,1.113,multi_cluster,334.5,0.1462,82.4,387.0,0.1317,34.9,87.35,False,True,353.86777750231835,137,1.6999999999999886,1.6999999999999886,88.53222249768169,China,4.08,0.7696078431372549
8,2024,278,111.5761,20.9951,79.2,0.6442,1.44,3.33,1.069,multi_cluster,334.5,0.1462,82.4,396.2,0.0999,57.7,87.35,False,True,268.67218988825647,74,3.200000000000003,3.200000000000003,173.72781011174354,China,4.08,0.8161764705882353
9,2014,240,-3.4995,54.0304,-39.8,0.7417,1.66,4.01,1.407,cluster,,,,216.4,0.1506,271.3,,True,False,,240,,,,United Kingdom,3.57,1.123249299719888
9,2015,240,-3.4995,54.0304,-39.8,0.7417,1.66,4.01,1.407,cluster,,,,219.6,0.117,42.8,,False,False,,0,,,,United Kingdom,3.57,1.123249299719888
9,2016,240,-3.4995,54.0304,-39.8,0.7417,1.66,4.01,1.407,cluster,,,,218.6,0.1333,101.2,,False,False,,0,,,,United Kingdom,3.57,1.123249299719888
9,2017,240,-3.4995,54.0304,-39.8,0.7417,1.66,4.01,1.407,cluster,,,,202.4,0.1477,340.6,,False,False,,0,,,,United Kingdom,3.57,1.123249299719888
9,2018,267,-3.5107,54.0305,-31.5,0.7344,1.58,4.17,1.453,cluster,,,,249.0,0.1305,70.8,,False,True,270.511555866604,27,,,,United Kingdom,3.57,1.1680672268907564
9,2019,267,-3.5107,54.0305,-31.5,0.7344,1.58,4.17,1.453,cluster,,,,224.4,0.1571,37.3,,False,False,,0,,,,United Kingdom,3.57,1.1680672268907564
9,2020,267,-3.5107,54.0305,-31.5,0.7344,1.58,4.17,1.453,cluster,,,,204.3,0.0802,14.1,,False,False,,0,,,,United Kingdom,3.57,1.1680672268907564
9,2021,267,-3.5107,54.0305,-31.5,0.7344,1.58,4.17,1.453,cluster,,,,252.7,0.1313,6.4,,False,False,,0,,,,United Kingdom,3.57,1.1680672268907564
9,2022,267,-3.5107,54.0305,-31.5,0.7344,1.58,4.17,1.453,cluster,,,,229.6,0.1231,325.9,,False,False,,0,,,,United Kingdom,3.57,1.1680672268907564
9,2023,267,-3.5107,54.0305,-31.5,0.7344,1.58,4.17,1.453,cluster,,,,251.5,0.1129,14.1,,False,False,,0,,,,United Kingdom,3.57,1.1680672268907564
9,2024,267,-3.5107,54.0305,-31.5,0.7344,1.58,4.17,1.453,cluster,,,,238.2,0.09,49.2,,False,False,,0,,,,United Kingdom,3.57,1.1680672268907564
10,2014,2,-3.0778,58.0984,0.0,0.0,0.0,4.68,,sparse,,,,,,,,False,False,,2,,,,United Kingdom,3.57,1.3109243697478992
10,2015,2,-3.0778,58.0984,0.0,0.0,0.0,4.68,,sparse,,,,,,,,False,False,,2,,,,United Kingdom,3.57,1.3109243697478992
10,2016,2,-3.0778,58.0984,0.0,0.0,0.0,4.68,,sparse,,,,,,,,False,False,,2,,,,United Kingdom,3.57,1.3109243697478992
10,2017,2,-3.0778,58.0984,0.0,0.0,0.0,4.68,,sparse,,,,,,,,False,False,,2,,,,United Kingdom,3.57,1.3109243697478992
10,2018,46,-2.9214,58.2281,45.2,0.8916,4.2,6.29,1.376,belt,,,,,,,,True,False,,46,,,,United Kingdom,3.57,1.761904761904762
10,2019,88,-2.885,58.2517,37.3,0.7689,1.3,7.28,1.172,multi_cluster,,,,,,,,False,True,57.042575142883265,42,,,,United Kingdom,3.57,2.03921568627451
10,2020,88,-2.885,58.2517,37.3,0.7689,1.3,7.28,1.172,multi_cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,2.03921568627451
10,2021,186,-2.8002,58.2158,-15.6,0.6764,1.33,6.02,1.173,multi_cluster,,,,,,,,False,True,112.94532406612177,98,,,,United Kingdom,3.57,1.6862745098039216
10,2022,186,-2.8002,58.2158,-15.6,0.6764,1.33,6.02,1.173,multi_cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,1.6862745098039216
10,2023,187,-2.8011,58.2153,-14.7,0.6727,1.35,6.17,1.206,cluster,,,,417.4,0.1044,45.8,,False,True,240.94539590081004,1,,,,United Kingdom,3.57,1.7282913165266107
10,2024,246,-2.8564,58.1844,26.7,0.7725,2.04,6.16,1.249,cluster,,,,435.6,0.0858,69.4,,False,True,240.8048361595623,59,,,,United Kingdom,3.57,1.7254901960784315
11,2014,208,7.6974,54.454,82.7,0.7999,1.77,3.59,1.398,cluster,,,,,,,,True,False,,208,,,,Germany,3.14,1.1433121019108279
11,2015,208,7.6974,54.454,82.7,0.7999,1.77,3.59,1.398,cluster,,,,,,,,False,False,,0,,,,Germany,3.14,1.1433121019108279
11,2016,208,7.6974,54.454,82.7,0.7999,1.77,3.59,1.398,cluster,,,,,,,,False,False,,0,,,,Germany,3.14,1.1433121019108279
11,2017,208,7.6974,54.454,82.7,0.7999,1.77,3.59,1.398,cluster,,,,,,,,False,False,,0,,,,Germany,3.14,1.1433121019108279
11,2018,208,7.6974,54.454,82.7,0.7999,1.77,3.59,1.398,cluster,,,,,,,,False,False,,0,,,,Germany,3.14,1.1433121019108279
11,2019,208,7.6974,54.454,82.7,0.7999,1.77,3.59,1.398,cluster,,,,,,,,False,False,,0,,,,Germany,3.14,1.1433121019108279
11,2020,208,7.6974,54.454,82.7,0.7999,1.77,3.59,1.398,cluster,,,,,,,,False,False,,0,,,,Germany,3.14,1.1433121019108279
11,2021,208,7.6974,54.454,82.7,0.7999,1.77,3.59,1.398,cluster,,,,,,,,False,False,,0,,,,Germany,3.14,1.1433121019108279
11,2022,246,7.6964,54.4594,83.4,0.786,1.79,3.48,1.474,cluster,,,,,,,,False,True,349.5085229876681,38,,,,Germany,3.14,1.10828025477707
11,2023,246,7.6964,54.4594,83.4,0.786,1.79,3.48,1.474,cluster,,,,455.9,0.1827,294.8,,False,False,,0,,,,Germany,3.14,1.10828025477707
11,2024,246,7.6964,54.4594,83.4,0.786,1.79,3.48,1.474,cluster,,,,450.2,0.1261,309.0,,False,False,,0,,,,Germany,3.14,1.10828025477707
12,2021,53,116.2571,22.6514,43.9,0.7959,1.78,2.53,1.149,multi_cluster,,,,,,,,True,False,,53,,,,China,4.08,0.6200980392156862
12,2022,239,116.2175,22.632,24.9,0.9706,5.74,2.77,1.056,belt,,,,,,,,False,True,243.89981310118247,186,,,,China,4.08,0.678921568627451
12,2023,244,116.2218,22.6333,24.8,0.9721,5.76,2.75,1.058,belt,,,,357.5,0.0734,302.8,,False,True,73.17859010999848,5,,,,China,4.08,0.6740196078431372
12,2024,244,116.2218,22.6333,24.8,0.9721,5.76,2.75,1.058,belt,,,,373.5,0.0242,5.2,,False,False,,0,,,,China,4.08,0.6740196078431372
13,2014,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,,,,,True,False,,215,,,,United Kingdom,3.57,0.9803921568627452
13,2015,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2016,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2017,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2018,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2019,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2020,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2021,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,319.8,0.1269,10.4,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2022,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,319.3,0.0831,75.1,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2023,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,344.1,0.0749,19.3,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
13,2024,215,-3.5741,53.4442,3.5,0.7711,1.73,3.5,1.373,cluster,,,,354.3,0.0867,53.2,,False,False,,0,,,,United Kingdom,3.57,0.9803921568627452
14,2017,3,123.3274,39.5258,87.1,0.9325,3.31,16.46,4.735,belt,,,,,,,,True,False,,3,,,,China,4.08,4.034313725490196
14,2018,37,123.3509,39.5185,124.0,0.6746,1.31,3.76,1.309,cluster,,,,,,,,False,True,107.25679552798061,34,,,,China,4.08,0.9215686274509803
14,2019,66,123.3516,39.5125,109.9,0.7085,1.55,4.05,1.464,cluster,,,,,,,,False,True,173.34557495390868,29,,,,China,4.08,0.9926470588235293
14,2020,73,123.3485,39.509,99.0,0.6622,1.73,4.1,1.499,cluster,,,,253.6,0.0862,37.6,,False,True,221.53177074109402,7,,,,China,4.08,1.0049019607843137
14,2021,142,123.3706,39.48,100.5,0.8035,1.5,3.65,0.976,multi_cluster,,,,,,,,False,True,142.6900995321962,69,,,,China,4.08,0.8946078431372548
14,2022,142,123.3706,39.48,100.5,0.8035,1.5,3.65,0.976,multi_cluster,,,,301.5,0.1199,129.5,,False,False,,0,,,,China,4.08,0.8946078431372548
14,2023,142,123.3706,39.48,100.5,0.8035,1.5,3.65,0.976,multi_cluster,,,,323.6,0.1114,18.6,,False,False,,0,,,,China,4.08,0.8946078431372548
14,2024,181,123.3807,39.4777,98.2,0.7347,1.49,3.7,1.064,multi_cluster,,,,330.8,0.1046,61.3,,False,True,102.8287828714353,39,,,,China,4.08,0.9068627450980392
15,2014,44,4.1601,52.4024,46.8,0.8945,5.17,5.0,1.967,belt,,,,,,,,True,False,,44,,,,Netherlands,3.65,1.36986301369863
15,2015,44,4.1601,52.4024,46.8,0.8945,5.17,5.0,1.967,belt,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.36986301369863
15,2016,44,4.1601,52.4024,46.8,0.8945,5.17,5.0,1.967,belt,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.36986301369863
15,2017,44,4.1601,52.4024,46.8,0.8945,5.17,5.0,1.967,belt,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.36986301369863
15,2018,44,4.1601,52.4024,46.8,0.8945,5.17,5.0,1.967,belt,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.36986301369863
15,2019,44,4.1601,52.4024,46.8,0.8945,5.17,5.0,1.967,belt,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.36986301369863
15,2020,44,4.1601,52.4024,46.8,0.8945,5.17,5.0,1.967,belt,,,,297.6,0.1317,294.0,,False,False,,0,,,,Netherlands,3.65,1.36986301369863
15,2021,44,4.1601,52.4024,46.8,0.8945,5.17,5.0,1.967,belt,,,,348.2,0.1099,272.5,,False,False,,0,,,,Netherlands,3.65,1.36986301369863
15,2022,133,4.0854,52.3551,31.7,0.8255,1.69,5.76,1.37,cluster,,,,335.7,0.1192,276.4,,False,True,237.6580311426581,89,,,,Netherlands,3.65,1.5780821917808219
15,2023,182,4.0757,52.3293,46.4,0.8109,1.74,6.02,1.529,cluster,,,,360.4,0.1505,284.1,,False,True,200.6047040439914,49,,,,Netherlands,3.65,1.6493150684931506
15,2024,182,4.0757,52.3293,46.4,0.8109,1.74,6.02,1.529,cluster,,,,338.8,0.0832,306.6,,False,False,,0,,,,Netherlands,3.65,1.6493150684931506
16,2014,80,5.9824,54.3573,77.3,0.7332,1.7,4.65,1.906,rule_grid,,,,,,,,True,False,,80,,,,Netherlands,3.65,1.2739726027397262
16,2015,80,5.9824,54.3573,77.3,0.7332,1.7,4.65,1.906,rule_grid,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.2739726027397262
16,2016,81,5.9815,54.3568,75.0,0.7271,1.58,4.75,1.82,rule_grid,,,,,,,,False,True,240.945395900822,1,,,,Netherlands,3.65,1.3013698630136987
16,2017,147,5.9334,54.3398,33.4,0.7892,1.87,4.59,1.66,cluster,,,,,,,,False,True,250.53504583903793,66,,,,Netherlands,3.65,1.2575342465753425
16,2018,147,5.9334,54.3398,33.4,0.7892,1.87,4.59,1.66,cluster,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.2575342465753425
16,2019,178,5.9083,54.3337,25.0,0.8547,2.31,4.49,1.652,belt,,,,,,,,False,True,256.34034308715377,31,,,,Netherlands,3.65,1.23013698630137
16,2020,178,5.9083,54.3337,25.0,0.8547,2.31,4.49,1.652,belt,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.23013698630137
16,2021,178,5.9083,54.3337,25.0,0.8547,2.31,4.49,1.652,belt,,,,,,,,False,False,,0,,,,Netherlands,3.65,1.23013698630137
16,2022,178,5.9083,54.3337,25.0,0.8547,2.31,4.49,1.652,belt,,,,294.6,0.1174,272.1,,False,False,,0,,,,Netherlands,3.65,1.23013698630137
16,2023,178,5.9083,54.3337,25.0,0.8547,2.31,4.49,1.652,belt,,,,322.6,0.1494,284.3,,False,False,,0,,,,Netherlands,3.65,1.23013698630137
16,2024,178,5.9083,54.3337,25.0,0.8547,2.31,4.49,1.652,belt,,,,295.7,0.0809,303.0,,False,False,,0,,,,Netherlands,3.65,1.23013698630137
17,2014,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,,,,,True,False,,175,,,,United Kingdom,3.57,1.0392156862745099
17,2015,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
17,2016,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,,,,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
17,2017,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,343.6,0.278,328.8,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
17,2018,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,333.4,0.2492,334.0,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
17,2019,175,1.4972,51.6283,103.5,0.5199,1.1,3.71,1.687,cluster,,,,305.8,0.3202,339.8,,False,False,,0,,,,United Kingdom,3.57,1.0392156862745099
